events,numbers,stations,serviceCustomer,times
Production started,30,Cash 2,0,1900.4153013232553
Production complete,30,Cash 2,0,2044.0639493860376
Creation,31,Regular Customers Source,0,1591.0
Production started,31,Cash 1,0,1965.1108790865883
Production complete,31,Cash 1,0,2080.5174985443546
Creation,32,Service Customers Source,1,1876.0
Production started,32,Service Desk,1,1999.0697209878401
Production complete,32,Service Desk,1,2278.409566363384
Creation,33,Regular Customers Source,0,1766.0
Production started,33,Cash 2,0,2044.0639493860376
Production complete,33,Cash 2,0,2282.326831032078
Creation,34,Regular Customers Source,0,1714.0
Production started,34,Cash 1,0,2080.5174985443546
Production complete,34,Cash 1,0,2292.1720793550653
Creation,35,Regular Customers Source,0,1941.0
Production started,35,Cash 2,0,2282.326831032078
Production complete,35,Cash 2,0,2336.8259862629334
Creation,36,Regular Customers Source,0,1889.0
Production started,36,Cash 1,0,2292.1720793550653
Production complete,36,Cash 1,0,2459.2917703758826
Creation,37,Regular Customers Source,0,2048.0
Production started,37,Cash 2,0,2336.8259862629334
Production complete,37,Cash 2,0,2493.4584207391545
Creation,38,Service Customers Source,1,2159.0
Production started,38,Service Desk,1,2278.409566363384
Production complete,38,Service Desk,1,2539.213665119343
Creation,39,Regular Customers Source,0,2106.0
Production started,39,Cash 1,0,2459.2917703758826
Production complete,39,Cash 1,0,2592.7293915278533
Creation,40,Regular Customers Source,0,2217.0
Production started,40,Cash 2,0,2493.4584207391545
Production complete,40,Cash 2,0,2665.38413954178
Creation,41,Regular Customers Source,0,2353.0
Production started,41,Cash 2,0,2665.38413954178
Production complete,41,Cash 2,0,2707.6693928730297
Creation,42,Regular Customers Source,0,2163.0
Production started,42,Cash 1,0,2592.7293915278533
Production complete,42,Cash 1,0,2797.5204145607045
Creation,43,Regular Customers Source,0,2408.0
Production started,43,Cash 2,0,2707.6693928730297
Production complete,43,Cash 2,0,2828.9772246677767
Creation,44,Service Customers Source,1,2460.0
Production started,44,Service Desk,1,2539.213665119343
Production complete,44,Service Desk,1,2873.4478130232965
Creation,45,Regular Customers Source,0,2526.0
Production started,45,Cash 2,0,2828.9772246677767
Production complete,45,Cash 2,0,2890.097644154152
Creation,46,Regular Customers Source,0,2273.0
Production started,46,Cash 1,0,2797.5204145607045
Production complete,46,Cash 1,0,2964.354926525756
Creation,47,Service Customers Source,1,2763.0
Production started,47,Service Desk,1,2873.4478130232965
Production complete,47,Service Desk,1,3108.8524906631906
Creation,48,Service Customers Source,1,3055.0
Production started,48,Service Desk,1,3108.8524906631906
Production complete,48,Service Desk,1,3119.942778276454
Creation,49,Regular Customers Source,0,2693.0
Production started,49,Cash 2,0,2890.097644154152
Production complete,49,Cash 2,0,3136.9728799599893
Creation,50,Regular Customers Source,0,2462.0
Production started,50,Cash 1,0,2964.354926525756
Production complete,50,Cash 1,0,3200.209282987573
Creation,51,Regular Customers Source,0,1836.0
Production started,51,Service Desk,0,3119.942778276454
Production complete,51,Service Desk,0,3239.9377659409297
Creation,52,Regular Customers Source,0,2630.0
Production started,52,Cash 1,0,3200.209282987573
Production complete,52,Cash 1,0,3356.738548291024
Creation,53,Regular Customers Source,0,2767.0
Production started,53,Cash 2,0,3136.9728799599893
Production complete,53,Cash 2,0,3381.2831598575935
Creation,54,Regular Customers Source,0,2000.0
Production started,54,Service Desk,0,3239.9377659409297
Production complete,54,Service Desk,0,3426.5896901142582
Creation,55,Regular Customers Source,0,2882.0
Production started,55,Cash 2,0,3381.2831598575935
Production complete,55,Cash 2,0,3495.8338955508134
Creation,56,Regular Customers Source,0,2824.0
Production started,56,Cash 1,0,3356.738548291024
Production complete,56,Cash 1,0,3564.5428636411357
Creation,57,Service Customers Source,1,3376.0
Production started,57,Service Desk,1,3426.5896901142582
Production complete,57,Service Desk,1,3611.49791068674
Creation,58,Regular Customers Source,0,2920.0
Production started,58,Cash 2,0,3495.8338955508134
Production complete,58,Cash 2,0,3675.6744298983363
Creation,59,Regular Customers Source,0,2989.0
Production started,59,Cash 1,0,3564.5428636411357
Production complete,59,Cash 1,0,3695.4069533676475
Creation,60,Regular Customers Source,0,2582.0
Production started,60,Service Desk,0,3611.49791068674
Production complete,60,Service Desk,0,3727.114835349167
Creation,61,Regular Customers Source,0,3051.0
Production started,61,Cash 1,0,3695.4069533676475
Production complete,61,Cash 1,0,3844.389404950916
Creation,62,Regular Customers Source,0,3107.0
Production started,62,Cash 2,0,3675.6744298983363
Production complete,62,Cash 2,0,3857.9990958612048
Creation,63,Service Customers Source,1,3673.0
Production started,63,Service Desk,1,3727.114835349167
Production complete,63,Service Desk,1,3955.0378351695385
Creation,64,Regular Customers Source,0,3224.0
Production started,64,Cash 1,0,3844.389404950916
Production complete,64,Cash 1,0,4018.3568217375114
Creation,65,Regular Customers Source,0,3355.0
Production started,65,Cash 2,0,3857.9990958612048
Production complete,65,Cash 2,0,4026.040910473735
Creation,66,Regular Customers Source,0,3431.0
Production started,66,Cash 1,0,4018.3568217375114
Production complete,66,Cash 1,0,4152.320143424489
Creation,67,Regular Customers Source,0,3163.0
Production started,67,Service Desk,0,3955.0378351695385
Production complete,67,Service Desk,0,4153.635856289268
Creation,68,Regular Customers Source,0,3480.0
Production started,68,Cash 2,0,4026.040910473735
Production complete,68,Cash 2,0,4214.66904021493
Creation,69,Regular Customers Source,0,4004.0
Production started,69,Cash 3,0,4004.0
Production complete,69,Cash 3,0,4218.727934698638
Creation,70,Regular Customers Source,0,3572.0
Production started,70,Cash 1,0,4152.320143424489
Production complete,70,Cash 1,0,4275.6741751291775
Creation,71,Regular Customers Source,0,3751.0
Production started,71,Cash 1,0,4275.6741751291775
Production complete,71,Cash 1,0,4391.671045853312
Creation,72,Service Customers Source,1,4001.0
Production started,72,Service Desk,1,4153.635856289268
Production complete,72,Service Desk,1,4404.4768019227595
Creation,73,Regular Customers Source,0,3526.0
Production started,73,Cash 2,0,4214.66904021493
Production complete,73,Cash 2,0,4472.251593230686
Creation,74,Regular Customers Source,0,3880.0
Production started,74,Cash 1,0,4391.671045853312
Production complete,74,Cash 1,0,4555.9919182540325
Creation,75,Regular Customers Source,0,4080.0
Production started,75,Cash 1,0,4555.9919182540325
Production complete,75,Cash 1,0,4761.272826030143
Creation,76,Regular Customers Source,0,3688.0
Production started,76,Cash 2,0,4472.251593230686
Production complete,76,Cash 2,0,4765.766113777849
Creation,77,Service Customers Source,1,4314.0
Production started,77,Service Desk,1,4404.4768019227595
Production complete,77,Service Desk,1,4789.280665228236
Creation,78,Regular Customers Source,0,4647.0
Production started,78,Cash 3,0,4647.0
Production complete,78,Cash 3,0,4795.495003441286
Creation,79,Regular Customers Source,0,4704.0
Production started,79,Cash 3,0,4795.495003441286
Production complete,79,Cash 3,0,4906.26126342199
Creation,80,Regular Customers Source,0,3938.0
Production started,80,Cash 2,0,4765.766113777849
Production complete,80,Cash 2,0,4918.77566259801
Creation,81,Regular Customers Source,0,4213.0
Production started,81,Cash 1,0,4761.272826030143
Production complete,81,Cash 1,0,5033.02146027845
Creation,82,Service Customers Source,1,4614.0
Production started,82,Service Desk,1,4789.280665228236
Production complete,82,Service Desk,1,5036.783068242254
Creation,83,Regular Customers Source,0,4150.0
Production started,83,Cash 2,0,4918.77566259801
Production complete,83,Cash 2,0,5037.503616402805
Creation,84,Regular Customers Source,0,4767.0
Production started,84,Cash 3,0,4906.26126342199
Production complete,84,Cash 3,0,5132.311721955974
Creation,85,Regular Customers Source,0,4274.0
Production started,85,Cash 2,0,5037.503616402805
Production complete,85,Cash 2,0,5145.08740019885
Creation,86,Regular Customers Source,0,4327.0
Production started,86,Cash 1,0,5033.02146027845
Production complete,86,Cash 1,0,5174.62290106311
Creation,87,Regular Customers Source,0,4828.0
Production started,87,Cash 3,0,5132.311721955974
Production complete,87,Cash 3,0,5273.028659883748
Creation,88,Service Customers Source,1,4927.0
Production started,88,Service Desk,1,5036.783068242254
Production complete,88,Service Desk,1,5333.55410804376
Creation,89,Regular Customers Source,0,4528.0
Production started,89,Cash 2,0,5145.08740019885
Production complete,89,Cash 2,0,5400.9224746629625
Creation,90,Regular Customers Source,0,4395.0
Production started,90,Cash 1,0,5174.62290106311
Production complete,90,Cash 1,0,5463.178619492352
Creation,91,Regular Customers Source,0,4873.0
Production started,91,Cash 3,0,5273.028659883748
Production complete,91,Cash 3,0,5499.682923011539
Creation,92,Service Customers Source,1,5224.0
Production started,92,Service Desk,1,5333.55410804376
Production complete,92,Service Desk,1,5554.568050231766
Creation,93,Regular Customers Source,0,4931.0
Production started,93,Cash 2,0,5400.9224746629625
Production complete,93,Cash 2,0,5613.306676283637
Creation,94,Regular Customers Source,0,4587.0
Production started,94,Cash 1,0,5463.178619492352
Production complete,94,Cash 1,0,5616.187396623689
Creation,95,Regular Customers Source,0,4984.0
Production started,95,Cash 3,0,5499.682923011539
Production complete,95,Cash 3,0,5648.112182803156
Creation,96,Regular Customers Source,0,5045.0
Production started,96,Cash 1,0,5616.187396623689
Production complete,96,Cash 1,0,5678.49274434471
Creation,97,Regular Customers Source,0,5117.0
Production started,97,Cash 2,0,5613.306676283637
Production complete,97,Cash 2,0,5726.542096808561
Creation,98,Regular Customers Source,0,5290.0
Production started,98,Cash 3,0,5648.112182803156
Production complete,98,Cash 3,0,5767.043120823904
Creation,99,Regular Customers Source,0,5235.0
Production started,99,Cash 1,0,5678.49274434471
Production complete,99,Cash 1,0,5782.57842168726
Creation,100,Service Customers Source,1,5526.0
Production started,100,Service Desk,1,5554.568050231766
Production complete,100,Service Desk,1,5808.374282161081
Creation,101,Regular Customers Source,0,5170.0
Production started,101,Cash 2,0,5726.542096808561
Production complete,101,Cash 2,0,5878.576193853849
Creation,102,Regular Customers Source,0,5461.0
Production started,102,Cash 1,0,5782.57842168726
Production complete,102,Cash 1,0,5945.4524641899225
Creation,103,Regular Customers Source,0,5344.0
Production started,103,Cash 3,0,5767.043120823904
Production complete,103,Cash 3,0,5950.22409486559
Creation,104,Regular Customers Source,0,5573.0
Production started,104,Cash 1,0,5945.4524641899225
Production complete,104,Cash 1,0,6019.969793988592
Creation,105,Regular Customers Source,0,5411.0
Production started,105,Cash 2,0,5878.576193853849
Production complete,105,Cash 2,0,6034.078301092727
Creation,106,Service Customers Source,1,5807.0
Production started,106,Service Desk,1,5808.374282161081
Production complete,106,Service Desk,1,6074.911911249621
Creation,107,Regular Customers Source,0,5639.0
Production started,107,Cash 2,0,6034.078301092727
Production complete,107,Cash 2,0,6108.71744647738
Creation,108,Regular Customers Source,0,5512.0
Production started,108,Cash 3,0,5950.22409486559
Production complete,108,Cash 3,0,6152.467649347248
Creation,109,Regular Customers Source,0,5708.0
Production started,109,Cash 1,0,6019.969793988592
Production complete,109,Cash 1,0,6203.768236016896
Creation,110,Regular Customers Source,0,3284.0
Production started,110,Service Desk,0,6074.911911249621
Production complete,110,Service Desk,0,6252.980245788625
Creation,111,Regular Customers Source,0,5898.0
Production started,111,Cash 2,0,6108.71744647738
Production complete,111,Cash 2,0,6296.0957094076375
Creation,112,Regular Customers Source,0,5783.0
Production started,112,Cash 3,0,6152.467649347248
Production complete,112,Cash 3,0,6311.225443087187
Creation,113,Regular Customers Source,0,5843.0
Production started,113,Cash 1,0,6203.768236016896
Production complete,113,Cash 1,0,6413.010731108774
Creation,114,Regular Customers Source,0,5967.0
Production started,114,Cash 3,0,6311.225443087187
Production complete,114,Cash 3,0,6451.766656163814
Creation,115,Regular Customers Source,0,6108.0
Production started,115,Cash 2,0,6296.0957094076375
Production complete,115,Cash 2,0,6472.829483915473
Creation,116,Regular Customers Source,0,6041.0
Production started,116,Cash 1,0,6413.010731108774
Production complete,116,Cash 1,0,6529.80723225422
Creation,117,Regular Customers Source,0,6242.0
Production started,117,Cash 1,0,6529.80723225422
Production complete,117,Cash 1,0,6576.5436127631265
Creation,118,Service Customers Source,1,6091.0
Production started,118,Service Desk,1,6252.980245788625
Production complete,118,Service Desk,1,6619.464082662613
Creation,119,Regular Customers Source,0,6168.0
Production started,119,Cash 2,0,6472.829483915473
Production complete,119,Cash 2,0,6684.517018173347
Creation,120,Regular Customers Source,0,6356.0
Production started,120,Cash 1,0,6576.5436127631265
Production complete,120,Cash 1,0,6729.529683703521
Creation,121,Regular Customers Source,0,6437.0
Production started,121,Cash 1,0,6729.529683703521
Production complete,121,Cash 1,0,6830.966838564275
Creation,122,Service Customers Source,1,6403.0
Production started,122,Service Desk,1,6619.464082662613
Production complete,122,Service Desk,1,6921.956604792497
Creation,123,Regular Customers Source,0,6300.0
Production started,123,Cash 2,0,6684.517018173347
Production complete,123,Cash 2,0,6939.080554212948
Creation,124,Regular Customers Source,0,6571.0
Production started,124,Cash 1,0,6830.966838564275
Production complete,124,Cash 1,0,6993.310102252584
Creation,125,Regular Customers Source,0,6637.0
Production started,125,Cash 1,0,6993.310102252584
Production complete,125,Cash 1,0,7063.616135569755
Creation,126,Regular Customers Source,0,6742.0
Production started,126,Cash 1,0,7063.616135569755
Production complete,126,Cash 1,0,7174.840719809702
Creation,127,Regular Customers Source,0,6517.0
Production started,127,Cash 2,0,6939.080554212948
Production complete,127,Cash 2,0,7190.4676981543635
Creation,128,Regular Customers Source,0,6852.0
Production started,128,Cash 1,0,7174.840719809702
Production complete,128,Cash 1,0,7198.54600873835
Creation,129,Service Customers Source,1,6708.0
Production started,129,Service Desk,1,6921.956604792497
Production complete,129,Service Desk,1,7236.383636965446
Creation,130,Regular Customers Source,0,6686.0
Production started,130,Cash 2,0,7190.4676981543635
Production complete,130,Cash 2,0,7244.305535361096
Creation,131,Regular Customers Source,0,6803.0
Production started,131,Cash 2,0,7244.305535361096
Production complete,131,Cash 2,0,7309.864461971663
Creation,132,Regular Customers Source,0,6967.0
Production started,132,Cash 2,0,7309.864461971663
Production complete,132,Cash 2,0,7448.759956050402
Creation,133,Regular Customers Source,0,6901.0
Production started,133,Cash 1,0,7198.54600873835
Production complete,133,Cash 1,0,7455.623535967547
Creation,134,Service Customers Source,1,6999.0
Production started,134,Service Desk,1,7236.383636965446
Production complete,134,Service Desk,1,7464.970092498331
Creation,135,Regular Customers Source,0,7037.0
Production started,135,Cash 1,0,7455.623535967547
Production complete,135,Cash 1,0,7496.342622792351
Creation,136,Regular Customers Source,0,7156.0
Production started,136,Cash 2,0,7448.759956050402
Production complete,136,Cash 2,0,7518.914941342839
Creation,137,Regular Customers Source,0,7095.0
Production started,137,Cash 1,0,7496.342622792351
Production complete,137,Cash 1,0,7647.855507497514
Creation,138,Regular Customers Source,0,7277.0
Production started,138,Cash 2,0,7518.914941342839
Production complete,138,Cash 2,0,7675.863739715901
Creation,139,Service Customers Source,1,7311.0
Production started,139,Service Desk,1,7464.970092498331
Production complete,139,Service Desk,1,7690.725424160486
Creation,140,Regular Customers Source,0,7213.0
Production started,140,Cash 1,0,7647.855507497514
Production complete,140,Cash 1,0,7864.799925567594
Creation,141,Service Customers Source,1,7631.0
Production started,141,Service Desk,1,7690.725424160486
Production complete,141,Service Desk,1,7895.2227117308785
Creation,142,Regular Customers Source,0,7340.0
Production started,142,Cash 2,0,7675.863739715901
Production complete,142,Cash 2,0,7903.140805012766
Creation,143,Regular Customers Source,0,3631.0
Production started,143,Service Desk,0,7895.2227117308785
Production complete,143,Service Desk,0,7955.382468053037
Creation,144,Regular Customers Source,0,7475.0
Production started,144,Cash 2,0,7903.140805012766
Production complete,144,Cash 2,0,8058.042741511338
Creation,145,Regular Customers Source,0,7411.0
Production started,145,Cash 1,0,7864.799925567594
Production complete,145,Cash 1,0,8082.8411449822215
Creation,146,Service Customers Source,1,7925.0
Production started,146,Service Desk,1,7955.382468053037
Production complete,146,Service Desk,1,8240.392718417941
Creation,147,Regular Customers Source,0,7539.0
Production started,147,Cash 1,0,8082.8411449822215
Production complete,147,Cash 1,0,8282.412799722983
Creation,148,Service Customers Source,1,8232.0
Production started,148,Service Desk,1,8240.392718417941
Production complete,148,Service Desk,1,8378.733935806316
Creation,149,Regular Customers Source,0,7604.0
Production started,149,Cash 2,0,8058.042741511338
Production complete,149,Cash 2,0,8402.668392348398
Creation,150,Regular Customers Source,0,7661.0
Production started,150,Cash 1,0,8282.412799722983
Production complete,150,Cash 1,0,8507.080552492356
Creation,151,Regular Customers Source,0,3814.0
Production started,151,Service Desk,0,8378.733935806316
Production complete,151,Service Desk,0,8547.660980450779
Creation,152,Regular Customers Source,0,8243.0
Production started,152,Cash 3,0,8243.0
Production complete,152,Cash 3,0,8548.508165424406
Creation,153,Regular Customers Source,0,7730.0
Production started,153,Cash 2,0,8402.668392348398
Production complete,153,Cash 2,0,8563.41273090382
Creation,154,Regular Customers Source,0,7788.0
Production started,154,Cash 1,0,8507.080552492356
Production complete,154,Cash 1,0,8653.137524063557
Creation,155,Regular Customers Source,0,8633.0
Production started,155,Cash 3,0,8633.0
Production complete,155,Cash 3,0,8697.746584563869
Creation,156,Regular Customers Source,0,7967.0
Production started,156,Cash 1,0,8653.137524063557
Production complete,156,Cash 1,0,8701.122254264788
Creation,157,Service Customers Source,1,8522.0
Production started,157,Service Desk,1,8547.660980450779
Production complete,157,Service Desk,1,8717.321885077536
Creation,158,Regular Customers Source,0,7844.0
Production started,158,Cash 2,0,8563.41273090382
Production complete,158,Cash 2,0,8726.685397980571
Creation,159,Regular Customers Source,0,8028.0
Production started,159,Cash 2,0,8726.685397980571
Production complete,159,Cash 2,0,8808.820791339087
Creation,160,Regular Customers Source,0,8083.0
Production started,160,Cash 1,0,8701.122254264788
Production complete,160,Cash 1,0,8824.324972491668
Creation,161,Regular Customers Source,0,4459.0
Production started,161,Service Desk,0,8717.321885077536
Production complete,161,Service Desk,0,8861.50986072885
Creation,162,Regular Customers Source,0,8321.0
Production started,162,Cash 1,0,8824.324972491668
Production complete,162,Cash 1,0,8949.539360251722
Creation,163,Regular Customers Source,0,8129.0
Production started,163,Cash 2,0,8808.820791339087
Production complete,163,Cash 2,0,8986.818930888086
Creation,164,Service Customers Source,1,8796.0
Production started,164,Service Desk,1,8861.50986072885
Production complete,164,Service Desk,1,9070.916216450758
Creation,165,Regular Customers Source,0,8458.0
Production started,165,Cash 2,0,8986.818930888086
Production complete,165,Cash 2,0,9132.718877619971
Creation,166,Regular Customers Source,0,8520.0
Production started,166,Cash 1,0,8949.539360251722
Production complete,166,Cash 1,0,9148.865598109283
Creation,167,Regular Customers Source,0,7916.0
Production started,167,Service Desk,0,9070.916216450758
Production complete,167,Service Desk,0,9273.269000524046
Creation,168,Regular Customers Source,0,8575.0
Production started,168,Cash 2,0,9132.718877619971
Production complete,168,Cash 2,0,9289.302886096873
Creation,169,Regular Customers Source,0,8675.0
Production started,169,Cash 1,0,9148.865598109283
Production complete,169,Cash 1,0,9316.21540639651
Creation,170,Regular Customers Source,0,8786.0
Production started,170,Cash 2,0,9289.302886096873
Production complete,170,Cash 2,0,9484.98555479481
Creation,171,Regular Customers Source,0,8722.0
Production started,171,Cash 1,0,9316.21540639651
Production complete,171,Cash 1,0,9507.546016112681
Creation,172,Service Customers Source,1,9077.0
Production started,172,Service Desk,1,9273.269000524046
Production complete,172,Service Desk,1,9530.40647037989
Creation,173,Regular Customers Source,0,9397.0
Production started,173,Cash 3,0,9397.0
Production complete,173,Cash 3,0,9598.551768151588
Creation,174,Regular Customers Source,0,8894.0
Production started,174,Cash 2,0,9484.98555479481
Production complete,174,Cash 2,0,9714.738210485202
Creation,175,Regular Customers Source,0,8835.0
Production started,175,Cash 1,0,9507.546016112681
Production complete,175,Cash 1,0,9730.228794100984
Creation,176,Service Customers Source,1,9365.0
Production started,176,Service Desk,1,9530.40647037989
Production complete,176,Service Desk,1,9768.878829205825
Creation,177,Regular Customers Source,0,8952.0
Production started,177,Cash 1,0,9730.228794100984
Production complete,177,Cash 1,0,9795.655595979528
Creation,178,Regular Customers Source,0,9455.0
Production started,178,Cash 3,0,9598.551768151588
Production complete,178,Cash 3,0,9836.649854638781
Creation,179,Regular Customers Source,0,9019.0
Production started,179,Cash 2,0,9714.738210485202
Production complete,179,Cash 2,0,9858.86632612525
Creation,180,Regular Customers Source,0,9165.0
Production started,180,Cash 1,0,9795.655595979528
Production complete,180,Cash 1,0,9867.800139327945
Creation,181,Regular Customers Source,0,9532.0
Production started,181,Cash 3,0,9836.649854638781
Production complete,181,Cash 3,0,9997.542948648159
Creation,182,Regular Customers Source,0,9235.0
Production started,182,Cash 2,0,9858.86632612525
Production complete,182,Cash 2,0,10024.406182772627
Creation,183,Service Customers Source,1,9688.0
Production started,183,Service Desk,1,9768.878829205825
Production complete,183,Service Desk,1,10039.683672298468
Creation,184,Regular Customers Source,0,9353.0
Production started,184,Cash 1,0,9867.800139327945
Production complete,184,Cash 1,0,10086.515138391991
Creation,185,Regular Customers Source,0,9302.0
Production started,185,Cash 2,0,10024.406182772627
Production complete,185,Cash 2,0,10194.043473656475
Creation,186,Regular Customers Source,0,9598.0
Production started,186,Cash 3,0,9997.542948648159
Production complete,186,Cash 3,0,10247.38423904151
Creation,187,Regular Customers Source,0,9737.0
Production started,187,Cash 1,0,10086.515138391991
Production complete,187,Cash 1,0,10287.854860013502
Creation,188,Service Customers Source,1,9997.0
Production started,188,Service Desk,1,10039.683672298468
Production complete,188,Service Desk,1,10308.405435162502
Creation,189,Regular Customers Source,0,9664.0
Production started,189,Cash 3,0,10247.38423904151
Production complete,189,Cash 3,0,10352.394671924561
Creation,190,Regular Customers Source,0,8191.0
Production started,190,Service Desk,0,10308.405435162502
Production complete,190,Service Desk,0,10375.136092599489
Creation,191,Regular Customers Source,0,9859.0
Production started,191,Cash 2,0,10194.043473656475
Production complete,191,Cash 2,0,10381.561948664748
Creation,192,Regular Customers Source,0,9975.0
Production started,192,Cash 2,0,10381.561948664748
Production complete,192,Cash 2,0,10478.961882614023
Creation,193,Regular Customers Source,0,9800.0
Production started,193,Cash 1,0,10287.854860013502
Production complete,193,Cash 1,0,10481.498692684827
Creation,194,Regular Customers Source,0,10040.0
Production started,194,Cash 3,0,10352.394671924561
Production complete,194,Cash 3,0,10502.22294989781
Creation,195,Service Customers Source,1,10312.0
Production started,195,Service Desk,1,10375.136092599489
Production complete,195,Service Desk,1,10558.70382051884
Creation,196,Regular Customers Source,0,9918.0
Production started,196,Cash 1,0,10481.498692684827
Production complete,196,Cash 1,0,10576.66568911245
Creation,197,Regular Customers Source,0,10099.0
Production started,197,Cash 1,0,10576.66568911245
Production complete,197,Cash 1,0,10644.485882047225
Creation,198,Regular Customers Source,0,10158.0
Production started,198,Cash 2,0,10478.961882614023
Production complete,198,Cash 2,0,10655.744143548263
Creation,199,Regular Customers Source,0,10277.0
Production started,199,Cash 3,0,10502.22294989781
Production complete,199,Cash 3,0,10667.54870240049
Creation,200,Regular Customers Source,0,10344.0
Production started,200,Cash 1,0,10644.485882047225
Production complete,200,Cash 1,0,10748.604920534905
Creation,201,Regular Customers Source,0,10617.0
Production started,201,Cash 1,0,10748.604920534905
Production complete,201,Cash 1,0,10822.726004925755
Creation,202,Regular Customers Source,0,10417.0
Production started,202,Cash 3,0,10667.54870240049
Production complete,202,Cash 3,0,10873.703821531331
Creation,203,Regular Customers Source,0,10223.0
Production started,203,Cash 2,0,10655.744143548263
Production complete,203,Cash 2,0,10905.908713450537
Creation,204,Regular Customers Source,0,8390.0
Production started,204,Service Desk,0,10558.70382051884
Production complete,204,Service Desk,0,10927.092449507196
Creation,205,Regular Customers Source,0,10674.0
Production started,205,Cash 1,0,10822.726004925755
Production complete,205,Cash 1,0,10996.064535357078
Creation,206,Regular Customers Source,0,10546.0
Production started,206,Cash 3,0,10873.703821531331
Production complete,206,Cash 3,0,11037.400772001685
Creation,207,Regular Customers Source,0,10478.0
Production started,207,Cash 2,0,10905.908713450537
Production complete,207,Cash 2,0,11062.328391832098
Creation,208,Service Customers Source,1,10615.0
Production started,208,Service Desk,1,10927.092449507196
Production complete,208,Service Desk,1,11090.596311442485
