events,numbers,stations,serviceCustomer,times
Creation,209,Regular Customers Source,0,10796.0
Production started,209,Cash 1,0,10996.064535357078
Production complete,209,Cash 1,0,11101.822945764006
Creation,210,Regular Customers Source,0,10736.0
Production started,210,Cash 2,0,11062.328391832098
Production complete,210,Cash 2,0,11275.140170103368
Creation,211,Service Customers Source,1,10931.0
Production started,211,Service Desk,1,11090.596311442485
Production complete,211,Service Desk,1,11277.168334697817
Creation,212,Regular Customers Source,0,10846.0
Production started,212,Cash 1,0,11101.822945764006
Production complete,212,Cash 1,0,11311.575578837177
Creation,213,Regular Customers Source,0,10961.0
Production started,213,Cash 1,0,11311.575578837177
Production complete,213,Cash 1,0,11419.029399349953
Creation,214,Regular Customers Source,0,10910.0
Production started,214,Cash 2,0,11275.140170103368
Production complete,214,Cash 2,0,11568.883176461643
Creation,215,Service Customers Source,1,11234.0
Production started,215,Service Desk,1,11277.168334697817
Production complete,215,Service Desk,1,11570.97502961946
Creation,216,Regular Customers Source,0,11024.0
Production started,216,Cash 1,0,11419.029399349953
Production complete,216,Cash 1,0,11589.979995808852
Creation,217,Regular Customers Source,0,11084.0
Production started,217,Cash 2,0,11568.883176461643
Production complete,217,Cash 2,0,11722.813450013286
Creation,218,Service Customers Source,1,11543.0
Production started,218,Service Desk,1,11570.97502961946
Production complete,218,Service Desk,1,11813.676690889295
Creation,219,Regular Customers Source,0,11275.0
Production started,219,Cash 2,0,11722.813450013286
Production complete,219,Cash 2,0,11848.838531882322
Creation,220,Regular Customers Source,0,11205.0
Production started,220,Cash 1,0,11589.979995808852
Production complete,220,Cash 1,0,11859.736814248346
Creation,221,Regular Customers Source,0,9097.0
Production started,221,Service Desk,0,11813.676690889295
Production complete,221,Service Desk,0,11928.479244553486
Creation,222,Regular Customers Source,0,11386.0
Production started,222,Cash 2,0,11848.838531882322
Production complete,222,Cash 2,0,12013.955540951414
Creation,223,Regular Customers Source,0,11328.0
Production started,223,Cash 1,0,11859.736814248346
Production complete,223,Cash 1,0,12132.42983429198
Creation,224,Service Customers Source,1,11851.0
Production started,224,Service Desk,1,11928.479244553486
Production complete,224,Service Desk,1,12133.517281835186
Creation,225,Regular Customers Source,0,11662.0
Production started,225,Cash 2,0,12013.955540951414
Production complete,225,Cash 2,0,12179.925403603844
Creation,226,Regular Customers Source,0,11139.0
Production started,226,Service Desk,0,12133.517281835186
Production complete,226,Service Desk,0,12354.688770052686
Creation,227,Regular Customers Source,0,11757.0
Production started,227,Cash 2,0,12179.925403603844
Production complete,227,Cash 2,0,12363.271639513452
Creation,228,Regular Customers Source,0,11896.0
Production started,228,Cash 2,0,12363.271639513452
Production complete,228,Cash 2,0,12424.158851570572
Creation,229,Regular Customers Source,0,11456.0
Production started,229,Cash 1,0,12132.42983429198
Production complete,229,Cash 1,0,12447.555214025806
Creation,230,Regular Customers Source,0,12290.0
Production started,230,Cash 3,0,12290.0
Production complete,230,Cash 3,0,12531.743640260622
Creation,231,Regular Customers Source,0,12009.0
Production started,231,Cash 2,0,12424.158851570572
Production complete,231,Cash 2,0,12602.36178485307
Creation,232,Service Customers Source,1,12136.0
Production started,232,Service Desk,1,12354.688770052686
Production complete,232,Service Desk,1,12621.243997888114
Creation,233,Regular Customers Source,0,11599.0
Production started,233,Cash 1,0,12447.555214025806
Production complete,233,Cash 1,0,12687.868813251978
Creation,234,Regular Customers Source,0,12064.0
Production started,234,Cash 2,0,12602.36178485307
Production complete,234,Cash 2,0,12753.229282466758
Creation,235,Regular Customers Source,0,12541.0
Production started,235,Cash 3,0,12541.0
Production complete,235,Cash 3,0,12783.080555586559
Creation,236,Service Customers Source,1,12423.0
Production started,236,Service Desk,1,12621.243997888114
Production complete,236,Service Desk,1,12829.075306723296
Creation,237,Regular Customers Source,0,11709.0
Production started,237,Cash 1,0,12687.868813251978
Production complete,237,Cash 1,0,12877.336582439082
Creation,238,Regular Customers Source,0,12596.0
Production started,238,Cash 3,0,12783.080555586559
Production complete,238,Cash 3,0,12917.94949895785
Creation,239,Regular Customers Source,0,12237.0
Production started,239,Cash 2,0,12753.229282466758
Production complete,239,Cash 2,0,12930.338598386192
Creation,240,Regular Customers Source,0,12364.0
Production started,240,Cash 2,0,12930.338598386192
Production complete,240,Cash 2,0,12998.650297664492
Creation,241,Regular Customers Source,0,11948.0
Production started,241,Cash 1,0,12877.336582439082
Production complete,241,Cash 1,0,13092.460955124538
Creation,242,Regular Customers Source,0,12651.0
Production started,242,Cash 3,0,12917.94949895785
Production complete,242,Cash 3,0,13098.892556542363
Creation,243,Service Customers Source,1,12743.0
Production started,243,Service Desk,1,12829.075306723296
Production complete,243,Service Desk,1,13122.755365354407
Creation,244,Regular Customers Source,0,12429.0
Production started,244,Cash 2,0,12998.650297664492
Production complete,244,Cash 2,0,13195.610571690333
Creation,245,Regular Customers Source,0,12720.0
Production started,245,Cash 3,0,13098.892556542363
Production complete,245,Cash 3,0,13211.308424201521
Creation,246,Regular Customers Source,0,12783.0
Production started,246,Cash 2,0,13195.610571690333
Production complete,246,Cash 2,0,13290.430753107272
Creation,247,Service Customers Source,1,13060.0
Production started,247,Service Desk,1,13122.755365354407
Production complete,247,Service Desk,1,13306.194851592978
Creation,248,Regular Customers Source,0,12839.0
Production started,248,Cash 3,0,13211.308424201521
Production complete,248,Cash 3,0,13416.696935731317
Creation,249,Regular Customers Source,0,12162.0
Production started,249,Cash 1,0,13092.460955124538
Production complete,249,Cash 1,0,13430.30094144556
Creation,250,Regular Customers Source,0,12946.0
Production started,250,Cash 2,0,13290.430753107272
Production complete,250,Cash 2,0,13470.560972775987
Creation,251,Regular Customers Source,0,11530.0
Production started,251,Service Desk,0,13306.194851592978
Production complete,251,Service Desk,0,13485.596751999426
Creation,252,Regular Customers Source,0,13003.0
Production started,252,Cash 2,0,13470.560972775987
Production complete,252,Cash 2,0,13625.868247613464
Creation,253,Regular Customers Source,0,13074.0
Production started,253,Cash 3,0,13416.696935731317
Production complete,253,Cash 3,0,13636.242909192166
Creation,254,Regular Customers Source,0,12478.0
Production started,254,Cash 1,0,13430.30094144556
Production complete,254,Cash 1,0,13653.624946741194
Creation,255,Service Customers Source,1,13357.0
Production started,255,Service Desk,1,13485.596751999426
Production complete,255,Service Desk,1,13748.750775122293
Creation,256,Regular Customers Source,0,13267.0
Production started,256,Cash 2,0,13625.868247613464
Production complete,256,Cash 2,0,13845.162799002923
Creation,257,Regular Customers Source,0,12891.0
Production started,257,Cash 1,0,13653.624946741194
Production complete,257,Cash 1,0,13861.174985902404
Creation,258,Regular Customers Source,0,13192.0
Production started,258,Cash 3,0,13636.242909192166
Production complete,258,Cash 3,0,13866.437131784382
Creation,259,Service Customers Source,1,13658.0
Production started,259,Service Desk,1,13748.750775122293
Production complete,259,Service Desk,1,13941.278736727905
Creation,260,Regular Customers Source,0,13328.0
Production started,260,Cash 2,0,13845.162799002923
Production complete,260,Cash 2,0,14004.359047234131
Creation,261,Regular Customers Source,0,11826.0
Production started,261,Service Desk,0,13941.278736727905
Production complete,261,Service Desk,0,14024.176255903632
Creation,262,Regular Customers Source,0,13131.0
Production started,262,Cash 1,0,13861.174985902404
Production complete,262,Cash 1,0,14042.267625512475
Creation,263,Regular Customers Source,0,13385.0
Production started,263,Cash 3,0,13866.437131784382
Production complete,263,Cash 3,0,14160.26323601696
Creation,264,Regular Customers Source,0,13504.0
Production started,264,Cash 2,0,14004.359047234131
Production complete,264,Cash 2,0,14176.324884348069
Creation,265,Regular Customers Source,0,13450.0
Production started,265,Cash 1,0,14042.267625512475
Production complete,265,Cash 1,0,14247.11566309302
Creation,266,Regular Customers Source,0,13558.0
Production started,266,Cash 3,0,14160.26323601696
Production complete,266,Cash 3,0,14261.380407363315
Creation,267,Service Customers Source,1,13956.0
Production started,267,Service Desk,1,14024.176255903632
Production complete,267,Service Desk,1,14292.94003265513
Creation,268,Regular Customers Source,0,13730.0
Production started,268,Cash 2,0,14176.324884348069
Production complete,268,Cash 2,0,14385.026648375066
Creation,269,Regular Customers Source,0,13788.0
Production started,269,Cash 3,0,14261.380407363315
Production complete,269,Cash 3,0,14385.262841721536
Creation,270,Regular Customers Source,0,13679.0
Production started,270,Cash 1,0,14247.11566309302
Production complete,270,Cash 1,0,14437.194670256238
Creation,271,Regular Customers Source,0,13854.0
Production started,271,Cash 2,0,14385.026648375066
Production complete,271,Cash 2,0,14541.122290709653
Creation,272,Service Customers Source,1,14279.0
Production started,272,Service Desk,1,14292.94003265513
Production complete,272,Service Desk,1,14584.789402762213
Creation,273,Regular Customers Source,0,13917.0
Production started,273,Cash 1,0,14437.194670256238
Production complete,273,Cash 1,0,14627.127831350734
Creation,274,Regular Customers Source,0,13978.0
Production started,274,Cash 3,0,14385.262841721536
Production complete,274,Cash 3,0,14650.187389297373
Creation,275,Regular Customers Source,0,14036.0
Production started,275,Cash 2,0,14541.122290709653
Production complete,275,Cash 2,0,14681.067371185174
Creation,276,Regular Customers Source,0,14172.0
Production started,276,Cash 3,0,14650.187389297373
Production complete,276,Cash 3,0,14743.973154217714
Creation,277,Regular Customers Source,0,14231.0
Production started,277,Cash 2,0,14681.067371185174
Production complete,277,Cash 2,0,14776.949891966895
Creation,278,Regular Customers Source,0,14113.0
Production started,278,Cash 1,0,14627.127831350734
Production complete,278,Cash 1,0,14796.29436427994
Creation,279,Regular Customers Source,0,14345.0
Production started,279,Cash 3,0,14743.973154217714
Production complete,279,Cash 3,0,14857.06795250133
Creation,280,Service Customers Source,1,14568.0
Production started,280,Service Desk,1,14584.789402762213
Production complete,280,Service Desk,1,14857.951043346093
Creation,281,Regular Customers Source,0,14396.0
Production started,281,Cash 2,0,14776.949891966895
Production complete,281,Cash 2,0,14906.964063165422
Creation,282,Regular Customers Source,0,14558.0
Production started,282,Cash 2,0,14906.964063165422
Production complete,282,Cash 2,0,14972.38502462581
Creation,283,Regular Customers Source,0,14508.0
Production started,283,Cash 3,0,14857.06795250133
Production complete,283,Cash 3,0,15000.009943557001
Creation,284,Regular Customers Source,0,14284.0
Production started,284,Cash 1,0,14796.29436427994
Production complete,284,Cash 1,0,15023.181401981003
Creation,285,Regular Customers Source,0,12108.0
Production started,285,Service Desk,0,14857.951043346093
Production complete,285,Service Desk,0,15094.3410500534
Creation,286,Regular Customers Source,0,14459.0
Production started,286,Cash 1,0,15023.181401981003
Production complete,286,Cash 1,0,15131.317796736575
Creation,287,Regular Customers Source,0,14772.0
Production started,287,Cash 3,0,15000.009943557001
Production complete,287,Cash 3,0,15200.754255970234
Creation,288,Regular Customers Source,0,14717.0
Production started,288,Cash 2,0,14972.38502462581
Production complete,288,Cash 2,0,15217.7478929505
Creation,289,Regular Customers Source,0,14665.0
Production started,289,Cash 1,0,15131.317796736575
Production complete,289,Cash 1,0,15258.087269661055
Creation,290,Regular Customers Source,0,14942.0
Production started,290,Cash 2,0,15217.7478929505
Production complete,290,Cash 2,0,15279.546519114641
Creation,291,Regular Customers Source,0,14825.0
Production started,291,Cash 1,0,15258.087269661055
Production complete,291,Cash 1,0,15368.784098028116
Creation,292,Service Customers Source,1,14884.0
Production started,292,Service Desk,1,15094.3410500534
Production complete,292,Service Desk,1,15370.295424160917
Creation,293,Regular Customers Source,0,15130.0
Production started,293,Cash 1,0,15368.784098028116
Production complete,293,Cash 1,0,15378.686014191659
Creation,294,Regular Customers Source,0,14878.0
Production started,294,Cash 3,0,15200.754255970234
Production complete,294,Cash 3,0,15390.909753659658
Creation,295,Regular Customers Source,0,15009.0
Production started,295,Cash 2,0,15279.546519114641
Production complete,295,Cash 2,0,15391.456641551067
Creation,296,Regular Customers Source,0,15069.0
Production started,296,Cash 3,0,15390.909753659658
Production complete,296,Cash 3,0,15493.229110473281
Creation,297,Regular Customers Source,0,15188.0
Production started,297,Cash 1,0,15378.686014191659
Production complete,297,Cash 1,0,15544.360154204069
Creation,298,Regular Customers Source,0,15254.0
Production started,298,Cash 2,0,15391.456641551067
Production complete,298,Cash 2,0,15546.42729248529
Creation,299,Regular Customers Source,0,15375.0
Production started,299,Cash 1,0,15544.360154204069
Production complete,299,Cash 1,0,15708.732269713913
Creation,300,Service Customers Source,1,15205.0
Production started,300,Service Desk,1,15370.295424160917
Production complete,300,Service Desk,1,15731.787687254775
Creation,301,Regular Customers Source,0,15314.0
Production started,301,Cash 2,0,15546.42729248529
Production complete,301,Cash 2,0,15733.640384972696
Creation,302,Regular Customers Source,0,15482.0
Production started,302,Cash 2,0,15733.640384972696
Production complete,302,Cash 2,0,15847.509106269583
Creation,303,Regular Customers Source,0,15423.0
Production started,303,Cash 1,0,15708.732269713913
Production complete,303,Cash 1,0,15919.754149485627
Creation,304,Regular Customers Source,0,15600.0
Production started,304,Cash 2,0,15847.509106269583
Production complete,304,Cash 2,0,15943.329837318415
Creation,305,Regular Customers Source,0,15534.0
Production started,305,Cash 1,0,15919.754149485627
Production complete,305,Cash 1,0,16058.175482470608
Creation,306,Service Customers Source,1,15498.0
Production started,306,Service Desk,1,15731.787687254775
Production complete,306,Service Desk,1,16071.141378167957
Creation,307,Regular Customers Source,0,15785.0
Production started,307,Cash 2,0,15943.329837318415
Production complete,307,Cash 2,0,16115.378202158221
Creation,308,Regular Customers Source,0,15666.0
Production started,308,Cash 1,0,16058.175482470608
Production complete,308,Cash 1,0,16279.603694650434
Creation,309,Regular Customers Source,0,15836.0
Production started,309,Cash 2,0,16115.378202158221
Production complete,309,Cash 2,0,16279.723960096324
Creation,310,Service Customers Source,1,15796.0
Production started,310,Service Desk,1,16071.141378167957
Production complete,310,Service Desk,1,16430.707470370184
Creation,311,Regular Customers Source,0,15898.0
Production started,311,Cash 2,0,16279.723960096324
Production complete,311,Cash 2,0,16431.214374682215
Creation,312,Regular Customers Source,0,15722.0
Production started,312,Cash 1,0,16279.603694650434
Production complete,312,Cash 1,0,16437.5676781728
Creation,313,Regular Customers Source,0,15965.0
Production started,313,Cash 1,0,16437.5676781728
Production complete,313,Cash 1,0,16547.66715462245
Creation,314,Regular Customers Source,0,16096.0
Production started,314,Cash 1,0,16547.66715462245
Production complete,314,Cash 1,0,16586.75161934964
Creation,315,Service Customers Source,1,16065.0
Production started,315,Service Desk,1,16430.707470370184
Production complete,315,Service Desk,1,16676.67522689328
Creation,316,Regular Customers Source,0,16033.0
Production started,316,Cash 2,0,16431.214374682215
Production complete,316,Cash 2,0,16781.884675087585
Creation,317,Regular Customers Source,0,16239.0
Production started,317,Cash 1,0,16586.75161934964
Production complete,317,Cash 1,0,16841.259108131577
Creation,318,Service Customers Source,1,16350.0
Production started,318,Service Desk,1,16676.67522689328
Production complete,318,Service Desk,1,16888.395093342067
Creation,319,Regular Customers Source,0,16780.0
Production started,319,Cash 3,0,16780.0
Production complete,319,Cash 3,0,16930.883960596217
Creation,320,Regular Customers Source,0,16359.0
Production started,320,Cash 1,0,16841.259108131577
Production complete,320,Cash 1,0,16949.631936665057
Creation,321,Regular Customers Source,0,16177.0
Production started,321,Cash 2,0,16781.884675087585
Production complete,321,Cash 2,0,16972.16323085762
Creation,322,Regular Customers Source,0,16297.0
Production started,322,Cash 2,0,16972.16323085762
Production complete,322,Cash 2,0,17082.674066816944
Creation,323,Regular Customers Source,0,16461.0
Production started,323,Cash 1,0,16949.631936665057
Production complete,323,Cash 1,0,17100.10054305371
Creation,324,Regular Customers Source,0,16603.0
Production started,324,Cash 1,0,17100.10054305371
Production complete,324,Cash 1,0,17120.24487776774
Creation,325,Service Customers Source,1,16661.0
Production started,325,Service Desk,1,16888.395093342067
Production complete,325,Service Desk,1,17146.843541859176
Creation,326,Regular Customers Source,0,16671.0
Production started,326,Cash 1,0,17120.24487776774
Production complete,326,Cash 1,0,17294.526452541882
Creation,327,Regular Customers Source,0,16407.0
Production started,327,Cash 2,0,17082.674066816944
Production complete,327,Cash 2,0,17325.368710735023
Creation,328,Service Customers Source,1,16960.0
Production started,328,Service Desk,1,17146.843541859176
Production complete,328,Service Desk,1,17378.636714941793
Creation,329,Regular Customers Source,0,16530.0
Production started,329,Cash 2,0,17325.368710735023
Production complete,329,Cash 2,0,17456.817502093945
Creation,330,Regular Customers Source,0,16852.0
Production started,330,Cash 1,0,17294.526452541882
Production complete,330,Cash 1,0,17514.475465129406
Creation,331,Regular Customers Source,0,16924.0
Production started,331,Cash 2,0,17456.817502093945
Production complete,331,Cash 2,0,17553.355299584087
Creation,332,Regular Customers Source,0,16992.0
Production started,332,Cash 1,0,17514.475465129406
Production complete,332,Cash 1,0,17629.361213937227
Creation,333,Service Customers Source,1,17272.0
Production started,333,Service Desk,1,17378.636714941793
Production complete,333,Service Desk,1,17630.68633601845
Creation,334,Service Customers Source,1,17612.0
Production started,334,Service Desk,1,17630.68633601845
Production complete,334,Service Desk,1,17692.07512773408
Creation,335,Regular Customers Source,0,17117.0
Production started,335,Cash 1,0,17629.361213937227
Production complete,335,Cash 1,0,17754.752091187478
Creation,336,Regular Customers Source,0,17056.0
Production started,336,Cash 2,0,17553.355299584087
Production complete,336,Cash 2,0,17813.720031006153
Creation,337,Regular Customers Source,0,13611.0
Production started,337,Service Desk,0,17692.07512773408
Production complete,337,Service Desk,0,17898.604871952863
Creation,338,Regular Customers Source,0,17172.0
Production started,338,Cash 1,0,17754.752091187478
Production complete,338,Cash 1,0,17986.140618682577
Creation,339,Regular Customers Source,0,17233.0
Production started,339,Cash 2,0,17813.720031006153
Production complete,339,Cash 2,0,18037.928040327424
Creation,340,Regular Customers Source,0,14626.0
Production started,340,Service Desk,0,17898.604871952863
Production complete,340,Service Desk,0,18058.760324531886
Creation,341,Regular Customers Source,0,17933.0
Production started,341,Cash 3,0,17933.0
Production complete,341,Cash 3,0,18087.75993414056
Creation,342,Regular Customers Source,0,17311.0
Production started,342,Cash 1,0,17986.140618682577
Production complete,342,Cash 1,0,18153.876238125074
Creation,343,Regular Customers Source,0,17380.0
Production started,343,Cash 2,0,18037.928040327424
Production complete,343,Cash 2,0,18229.86060287721
Creation,344,Regular Customers Source,0,17981.0
Production started,344,Cash 3,0,18087.75993414056
Production complete,344,Cash 3,0,18240.404738904756
Creation,345,Regular Customers Source,0,17569.0
Production started,345,Cash 1,0,18153.876238125074
Production complete,345,Cash 1,0,18283.780225525883
Creation,346,Regular Customers Source,0,17494.0
Production started,346,Cash 2,0,18229.86060287721
Production complete,346,Cash 2,0,18344.426291575193
Creation,347,Regular Customers Source,0,18045.0
Production started,347,Cash 3,0,18240.404738904756
Production complete,347,Cash 3,0,18383.136886165474
Creation,348,Service Customers Source,1,17916.0
Production started,348,Service Desk,1,18058.760324531886
Production complete,348,Service Desk,1,18402.226520451666
Creation,349,Regular Customers Source,0,17699.0
Production started,349,Cash 1,0,18283.780225525883
Production complete,349,Cash 1,0,18473.96023742874
Creation,350,Regular Customers Source,0,17627.0
Production started,350,Cash 2,0,18344.426291575193
Production complete,350,Cash 2,0,18559.5495194781
Creation,351,Regular Customers Source,0,18085.0
Production started,351,Cash 3,0,18383.136886165474
Production complete,351,Cash 3,0,18574.75176929293
Creation,352,Regular Customers Source,0,17755.0
Production started,352,Cash 1,0,18473.96023742874
Production complete,352,Cash 1,0,18593.49871743153
Creation,353,Regular Customers Source,0,18226.0
Production started,353,Cash 1,0,18593.49871743153
Production complete,353,Cash 1,0,18678.302398304506
Creation,354,Regular Customers Source,0,18149.0
Production started,354,Cash 3,0,18574.75176929293
Production complete,354,Cash 3,0,18685.881973499472
Creation,355,Service Customers Source,1,18196.0
Production started,355,Service Desk,1,18402.226520451666
Production complete,355,Service Desk,1,18686.251711822642
Creation,356,Regular Customers Source,0,17870.0
Production started,356,Cash 2,0,18559.5495194781
Production complete,356,Cash 2,0,18698.62482606965
Creation,357,Regular Customers Source,0,18413.0
Production started,357,Cash 3,0,18685.881973499472
Production complete,357,Cash 3,0,18783.50221293548
Creation,358,Regular Customers Source,0,18285.0
Production started,358,Cash 1,0,18678.302398304506
Production complete,358,Cash 1,0,18879.628117121298
Creation,359,Regular Customers Source,0,18607.0
Production started,359,Cash 3,0,18783.50221293548
Production complete,359,Cash 3,0,18903.394570564964
Creation,360,Service Customers Source,1,18467.0
Production started,360,Service Desk,1,18686.251711822642
Production complete,360,Service Desk,1,19043.82795690349
Creation,361,Regular Customers Source,0,18486.0
Production started,361,Cash 1,0,18879.628117121298
Production complete,361,Cash 1,0,19045.67396703793
Creation,362,Regular Customers Source,0,18350.0
Production started,362,Cash 2,0,18698.62482606965
Production complete,362,Cash 2,0,19048.883754617174
Creation,363,Regular Customers Source,0,18760.0
Production started,363,Cash 3,0,18903.394570564964
Production complete,363,Cash 3,0,19114.658327993846
Creation,364,Regular Customers Source,0,18552.0
Production started,364,Cash 2,0,19048.883754617174
Production complete,364,Cash 2,0,19143.938585508608
Creation,365,Regular Customers Source,0,18658.0
Production started,365,Cash 1,0,19045.67396703793
Production complete,365,Cash 1,0,19218.787990178073
Creation,366,Regular Customers Source,0,18804.0
Production started,366,Cash 3,0,19114.658327993846
Production complete,366,Cash 3,0,19308.009776039587
Creation,367,Service Customers Source,1,18776.0
Production started,367,Service Desk,1,19043.82795690349
Production complete,367,Service Desk,1,19328.175882167718
Creation,368,Regular Customers Source,0,18703.0
Production started,368,Cash 2,0,19143.938585508608
Production complete,368,Cash 2,0,19328.22988555654
Creation,369,Regular Customers Source,0,18864.0
Production started,369,Cash 1,0,19218.787990178073
Production complete,369,Cash 1,0,19351.06985853304
Creation,370,Regular Customers Source,0,18914.0
Production started,370,Cash 3,0,19308.009776039587
Production complete,370,Cash 3,0,19384.912585970396
Creation,371,Regular Customers Source,0,19042.0
Production started,371,Cash 2,0,19328.22988555654
Production complete,371,Cash 2,0,19435.916717533935
Creation,372,Regular Customers Source,0,19177.0
Production started,372,Cash 2,0,19435.916717533935
Production complete,372,Cash 2,0,19481.31235423142
Creation,373,Regular Customers Source,0,18972.0
Production started,373,Cash 1,0,19351.06985853304
Production complete,373,Cash 1,0,19539.828972558673
Creation,374,Regular Customers Source,0,19109.0
Production started,374,Cash 1,0,19539.828972558673
Production complete,374,Cash 1,0,19562.588744285847
Creation,375,Regular Customers Source,0,19436.0
Production started,375,Cash 2,0,19481.31235423142
Production complete,375,Cash 2,0,19585.733485029024
Creation,376,Regular Customers Source,0,19232.0
Production started,376,Cash 3,0,19384.912585970396
Production complete,376,Cash 3,0,19587.605500580812
Creation,377,Service Customers Source,1,19044.0
Production started,377,Service Desk,1,19328.175882167718
Production complete,377,Service Desk,1,19610.079967001293
Creation,378,Regular Customers Source,0,19375.0
Production started,378,Cash 1,0,19562.588744285847
Production complete,378,Cash 1,0,19651.749099819954
Creation,379,Regular Customers Source,0,19571.0
Production started,379,Cash 1,0,19651.749099819954
Production complete,379,Cash 1,0,19771.34667308678
Creation,380,Regular Customers Source,0,19504.0
Production started,380,Cash 2,0,19585.733485029024
Production complete,380,Cash 2,0,19775.933844748193
Creation,381,Regular Customers Source,0,19311.0
Production started,381,Cash 3,0,19587.605500580812
Production complete,381,Cash 3,0,19787.778269108076
Creation,382,Regular Customers Source,0,19692.0
Production started,382,Cash 1,0,19771.34667308678
Production complete,382,Cash 1,0,19931.2987544922
Creation,383,Service Customers Source,1,19339.0
Production started,383,Service Desk,1,19610.079967001293
Production complete,383,Service Desk,1,19932.009209930107
Creation,384,Regular Customers Source,0,19627.0
Production started,384,Cash 2,0,19775.933844748193
Production complete,384,Cash 2,0,19932.33844230897
Creation,385,Regular Customers Source,0,19750.0
Production started,385,Cash 1,0,19931.2987544922
Production complete,385,Cash 1,0,20090.7653769858
Creation,386,Regular Customers Source,0,19819.0
Production started,386,Cash 2,0,19932.33844230897
Production complete,386,Cash 2,0,20137.1654763729
Creation,387,Service Customers Source,1,19653.0
Production started,387,Service Desk,1,19932.009209930107
Production complete,387,Service Desk,1,20159.094079727038
Creation,388,Regular Customers Source,0,19935.0
Production started,388,Cash 2,0,20137.1654763729
Production complete,388,Cash 2,0,20255.063790024047
Creation,389,Regular Customers Source,0,19872.0
Production started,389,Cash 1,0,20090.7653769858
Production complete,389,Cash 1,0,20271.457741438182
Creation,390,Service Customers Source,1,19977.0
Production started,390,Service Desk,1,20159.094079727038
Production complete,390,Service Desk,1,20339.89671133596
Creation,391,Regular Customers Source,0,20056.0
Production started,391,Cash 2,0,20255.063790024047
Production complete,391,Cash 2,0,20420.248531568537
Creation,392,Regular Customers Source,0,19993.0
Production started,392,Cash 1,0,20271.457741438182
Production complete,392,Cash 1,0,20438.86813459017
Creation,393,Service Customers Source,1,20290.0
Production started,393,Service Desk,1,20339.89671133596
Production complete,393,Service Desk,1,20544.854413419933
Creation,394,Regular Customers Source,0,16725.0
Production started,394,Service Desk,0,20544.854413419933
Production complete,394,Service Desk,0,20638.082257510665
Creation,395,Regular Customers Source,0,20185.0
Production started,395,Cash 2,0,20420.248531568537
Production complete,395,Cash 2,0,20652.219497679616
Creation,396,Regular Customers Source,0,20302.0
Production started,396,Cash 2,0,20652.219497679616
Production complete,396,Cash 2,0,20686.2453519238
Creation,397,Regular Customers Source,0,20122.0
Production started,397,Cash 1,0,20438.86813459017
Production complete,397,Cash 1,0,20688.763358285814
Creation,398,Regular Customers Source,0,20245.0
Production started,398,Cash 1,0,20688.763358285814
Production complete,398,Cash 1,0,20789.501030140633
Creation,399,Regular Customers Source,0,20424.0
Production started,399,Cash 2,0,20686.2453519238
Production complete,399,Cash 2,0,20809.05946387574
Creation,400,Regular Customers Source,0,20533.0
Production started,400,Cash 2,0,20809.05946387574
Production complete,400,Cash 2,0,20874.676309518032
Creation,401,Regular Customers Source,0,20366.0
Production started,401,Cash 1,0,20789.501030140633
Production complete,401,Cash 1,0,20939.54112394202
Creation,402,Regular Customers Source,0,20685.0
Production started,402,Cash 2,0,20874.676309518032
Production complete,402,Cash 2,0,20975.651350772172
Creation,403,Service Customers Source,1,20589.0
Production started,403,Service Desk,1,20638.082257510665
Production complete,403,Service Desk,1,21047.38674031946
Creation,404,Regular Customers Source,0,20742.0
Production started,404,Cash 2,0,20975.651350772172
Production complete,404,Cash 2,0,21104.449374354714
Creation,405,Regular Customers Source,0,20476.0
Production started,405,Cash 1,0,20939.54112394202
Production complete,405,Cash 1,0,21155.568507108484
Creation,406,Regular Customers Source,0,20853.0
Production started,406,Cash 2,0,21104.449374354714
Production complete,406,Cash 2,0,21230.521877054583
Creation,407,Service Customers Source,1,20916.0
Production started,407,Service Desk,1,21047.38674031946
Production complete,407,Service Desk,1,21316.24925963633
Creation,408,Regular Customers Source,0,20633.0
Production started,408,Cash 1,0,21155.568507108484
Production complete,408,Cash 1,0,21363.159750345876
Creation,409,Regular Customers Source,0,20912.0
Production started,409,Cash 2,0,21230.521877054583
Production complete,409,Cash 2,0,21479.99410014286
Creation,410,Regular Customers Source,0,20795.0
Production started,410,Cash 1,0,21363.159750345876
Production complete,410,Cash 1,0,21494.038770783187
Creation,411,Service Customers Source,1,21217.0
Production started,411,Service Desk,1,21316.24925963633
Production complete,411,Service Desk,1,21546.598129957656
Creation,412,Regular Customers Source,0,21033.0
Production started,412,Cash 2,0,21479.99410014286
Production complete,412,Cash 2,0,21625.28331390342
Creation,413,Regular Customers Source,0,21476.0
Production started,413,Cash 3,0,21476.0
Production complete,413,Cash 3,0,21652.718533797593
Creation,414,Regular Customers Source,0,20979.0
Production started,414,Cash 1,0,21494.038770783187
Production complete,414,Cash 1,0,21740.756952054446
Creation,415,Service Customers Source,1,21505.0
Production started,415,Service Desk,1,21546.598129957656
Production complete,415,Service Desk,1,21769.365462588125
Creation,416,Regular Customers Source,0,21155.0
Production started,416,Cash 2,0,21625.28331390342
Production complete,416,Cash 2,0,21772.093993455757
Creation,417,Regular Customers Source,0,17452.0
Production started,417,Service Desk,0,21769.365462588125
Production complete,417,Service Desk,0,21795.835575474397
Creation,418,Regular Customers Source,0,21103.0
