events,numbers,stations,serviceCustomer,times
Production started,19,Service Desk,0,1040.6790485324386
Production complete,19,Service Desk,0,1181.6835591787112
Creation,20,Regular Customers Source,0,1029.0
Production started,20,Cash 2,0,1095.9382453160715
Production complete,20,Cash 2,0,1197.7180475998825
Creation,21,Regular Customers Source,0,1081.0
Production started,21,Cash 1,0,1164.5032685525584
Production complete,21,Cash 1,0,1343.2342128915886
Creation,22,Service Customers Source,1,1166.0
Production started,22,Service Desk,1,1181.6835591787112
Production complete,22,Service Desk,1,1361.3412257877137
Creation,23,Regular Customers Source,0,1143.0
Production started,23,Cash 2,0,1197.7180475998825
Production complete,23,Cash 2,0,1364.815437525474
Creation,24,Regular Customers Source,0,1190.0
Production started,24,Cash 1,0,1343.2342128915886
Production complete,24,Cash 1,0,1451.1815834989175
Creation,25,Regular Customers Source,0,1253.0
Production started,25,Cash 2,0,1364.815437525474
Production complete,25,Cash 2,0,1498.921080069539
Creation,26,Regular Customers Source,0,1311.0
Production started,26,Service Desk,0,1361.3412257877137
Production complete,26,Service Desk,0,1573.9618584752602
Creation,27,Regular Customers Source,0,1364.0
Production started,27,Cash 1,0,1451.1815834989175
Production complete,27,Cash 1,0,1665.4025378073077
Creation,28,Regular Customers Source,0,1420.0
Production started,28,Cash 2,0,1498.921080069539
Production complete,28,Cash 2,0,1666.8071903256719
Creation,29,Regular Customers Source,0,1488.0
Production started,29,Cash 1,0,1665.4025378073077
Production complete,29,Cash 1,0,1765.4554960827857
Creation,30,Regular Customers Source,0,1541.0
Production started,30,Cash 2,0,1666.8071903256719
Production complete,30,Cash 2,0,1779.1935210809174
Creation,31,Service Customers Source,1,1488.0
Production started,31,Service Desk,1,1573.9618584752602
Production complete,31,Service Desk,1,1797.0490507773193
Creation,32,Regular Customers Source,0,1664.0
Production started,32,Cash 1,0,1765.4554960827857
Production complete,32,Cash 1,0,1945.8243323163065
Creation,33,Service Customers Source,1,1781.0
Production started,33,Service Desk,1,1797.0490507773193
Production complete,33,Service Desk,1,2044.8762327103416
Creation,34,Regular Customers Source,0,1788.0
Production started,34,Cash 1,0,1945.8243323163065
Production complete,34,Cash 1,0,2065.7106392062897
Creation,35,Regular Customers Source,0,1715.0
Production started,35,Cash 2,0,1779.1935210809174
Production complete,35,Cash 2,0,2066.853067057684
Creation,36,Regular Customers Source,0,1858.0
Production started,36,Cash 2,0,2066.853067057684
Production complete,36,Cash 2,0,2143.366212538541
Creation,37,Regular Customers Source,0,1607.0
Production started,37,Service Desk,0,2044.8762327103416
Production complete,37,Service Desk,0,2179.0604385001557
Creation,38,Regular Customers Source,0,1911.0
Production started,38,Cash 1,0,2065.7106392062897
Production complete,38,Cash 1,0,2274.0307634280716
Creation,39,Service Customers Source,1,2097.0
Production started,39,Service Desk,1,2179.0604385001557
Production complete,39,Service Desk,1,2346.5255657059365
Creation,40,Regular Customers Source,0,2018.0
Production started,40,Cash 2,0,2143.366212538541
Production complete,40,Cash 2,0,2348.9334541241287
Creation,41,Regular Customers Source,0,1959.0
Production started,41,Cash 1,0,2274.0307634280716
Production complete,41,Cash 1,0,2438.2767320307084
Creation,42,Regular Customers Source,0,2078.0
Production started,42,Service Desk,0,2346.5255657059365
Production complete,42,Service Desk,0,2563.043310893248
Creation,43,Regular Customers Source,0,2132.0
Production started,43,Cash 1,0,2438.2767320307084
Production complete,43,Cash 1,0,2575.0319564574406
Creation,44,Regular Customers Source,0,2189.0
Production started,44,Cash 2,0,2348.9334541241287
Production complete,44,Cash 2,0,2596.277478571442
Creation,45,Service Customers Source,1,2391.0
Production started,45,Service Desk,1,2563.043310893248
Production complete,45,Service Desk,1,2722.3038453195595
Creation,46,Regular Customers Source,0,2321.0
Production started,46,Cash 1,0,2575.0319564574406
Production complete,46,Cash 1,0,2728.8393813695275
Creation,47,Regular Customers Source,0,2257.0
Production started,47,Cash 2,0,2596.277478571442
Production complete,47,Cash 2,0,2795.9799440572324
Creation,48,Regular Customers Source,0,2495.0
Production started,48,Cash 2,0,2795.9799440572324
Production complete,48,Cash 2,0,2853.8233046855885
Creation,49,Regular Customers Source,0,2439.0
Production started,49,Cash 1,0,2728.8393813695275
Production complete,49,Cash 1,0,2893.2680568773458
Creation,50,Service Customers Source,1,2683.0
Production started,50,Service Desk,1,2722.3038453195595
Production complete,50,Service Desk,1,3013.326066343082
Creation,51,Regular Customers Source,0,2552.0
Production started,51,Cash 1,0,2893.2680568773458
Production complete,51,Cash 1,0,3057.025524486957
Creation,52,Regular Customers Source,0,2608.0
Production started,52,Cash 2,0,2853.8233046855885
Production complete,52,Cash 2,0,3058.315058623213
Creation,53,Regular Customers Source,0,2850.0
Production started,53,Cash 2,0,3058.315058623213
Production complete,53,Cash 2,0,3215.6467656009618
Creation,54,Service Customers Source,1,2974.0
Production started,54,Service Desk,1,3013.326066343082
Production complete,54,Service Desk,1,3254.143151470244
Creation,55,Regular Customers Source,0,2729.0
Production started,55,Cash 1,0,3057.025524486957
Production complete,55,Cash 1,0,3277.5817058693265
Creation,56,Regular Customers Source,0,2385.0
Production started,56,Service Desk,0,3254.143151470244
Production complete,56,Service Desk,0,3308.7859423708555
Creation,57,Regular Customers Source,0,2783.0
Production started,57,Cash 1,0,3277.5817058693265
Production complete,57,Cash 1,0,3359.67462026604
Creation,58,Regular Customers Source,0,2913.0
Production started,58,Cash 2,0,3215.6467656009618
Production complete,58,Cash 2,0,3427.2463527257387
Creation,59,Service Customers Source,1,3288.0
Production started,59,Service Desk,1,3308.7859423708555
Production complete,59,Service Desk,1,3561.0345319655407
Creation,60,Regular Customers Source,0,2970.0
Production started,60,Cash 1,0,3359.67462026604
Production complete,60,Cash 1,0,3586.83284478552
Creation,61,Regular Customers Source,0,3027.0
Production started,61,Cash 2,0,3427.2463527257387
Production complete,61,Cash 2,0,3592.183380855834
Creation,62,Regular Customers Source,0,3135.0
Production started,62,Cash 2,0,3592.183380855834
Production complete,62,Cash 2,0,3770.790036858221
Creation,63,Regular Customers Source,0,2672.0
Production started,63,Service Desk,0,3561.0345319655407
Production complete,63,Service Desk,0,3809.302853882104
Creation,64,Regular Customers Source,0,3080.0
Production started,64,Cash 1,0,3586.83284478552
Production complete,64,Cash 1,0,3841.9180071395754
Creation,65,Regular Customers Source,0,3244.0
Production started,65,Cash 2,0,3770.790036858221
Production complete,65,Cash 2,0,3934.458858217698
Creation,66,Regular Customers Source,0,3314.0
Production started,66,Cash 1,0,3841.9180071395754
Production complete,66,Cash 1,0,3947.6551105426847
Creation,67,Regular Customers Source,0,3490.0
Production started,67,Cash 2,0,3934.458858217698
Production complete,67,Cash 2,0,4002.438008619236
Creation,68,Regular Customers Source,0,3373.0
Production started,68,Cash 1,0,3947.6551105426847
Production complete,68,Cash 1,0,4110.902428172634
Creation,69,Service Customers Source,1,3569.0
Production started,69,Service Desk,1,3809.302853882104
Production complete,69,Service Desk,1,4120.039520079204
Creation,70,Regular Customers Source,0,3604.0
Production started,70,Cash 2,0,4002.438008619236
Production complete,70,Cash 2,0,4216.00052357184
Creation,71,Regular Customers Source,0,3543.0
Production started,71,Cash 1,0,4110.902428172634
Production complete,71,Cash 1,0,4258.546484068097
Creation,72,Service Customers Source,1,3857.0
Production started,72,Service Desk,1,4120.039520079204
Production complete,72,Service Desk,1,4338.933142359618
Creation,73,Regular Customers Source,0,3717.0
Production started,73,Cash 2,0,4216.00052357184
Production complete,73,Cash 2,0,4375.128596265454
Creation,74,Regular Customers Source,0,3896.0
Production started,74,Cash 2,0,4375.128596265454
Production complete,74,Cash 2,0,4469.5581254701765
Creation,75,Service Customers Source,1,4209.0
Production started,75,Service Desk,1,4338.933142359618
Production complete,75,Service Desk,1,4527.689175874285
Creation,76,Regular Customers Source,0,4436.0
Production started,76,Cash 3,0,4436.0
Production complete,76,Cash 3,0,4546.919199241883
Creation,77,Regular Customers Source,0,3649.0
Production started,77,Cash 1,0,4258.546484068097
Production complete,77,Cash 1,0,4563.040950821516
Creation,78,Regular Customers Source,0,3842.0
Production started,78,Cash 1,0,4563.040950821516
Production complete,78,Cash 1,0,4649.501998508419
Creation,79,Regular Customers Source,0,3938.0
Production started,79,Cash 2,0,4469.5581254701765
Production complete,79,Cash 2,0,4712.830320937987
Creation,80,Regular Customers Source,0,3993.0
Production started,80,Cash 1,0,4649.501998508419
Production complete,80,Cash 1,0,4734.735294165291
Creation,81,Service Customers Source,1,4522.0
Production started,81,Service Desk,1,4527.689175874285
Production complete,81,Service Desk,1,4739.271284551524
Creation,82,Regular Customers Source,0,4051.0
Production started,82,Cash 2,0,4712.830320937987
Production complete,82,Cash 2,0,4763.005629260141
Creation,83,Regular Customers Source,0,4123.0
Production started,83,Cash 1,0,4734.735294165291
Production complete,83,Cash 1,0,4808.173393850159
Creation,84,Regular Customers Source,0,4630.0
Production started,84,Cash 3,0,4630.0
Production complete,84,Cash 3,0,4893.534386463885
Creation,85,Regular Customers Source,0,3196.0
Production started,85,Service Desk,0,4739.271284551524
Production complete,85,Service Desk,0,4917.036865044803
Creation,86,Regular Customers Source,0,4256.0
Production started,86,Cash 2,0,4763.005629260141
Production complete,86,Cash 2,0,4980.904537464779
Creation,87,Regular Customers Source,0,4319.0
Production started,87,Cash 1,0,4808.173393850159
Production complete,87,Cash 1,0,4986.16396257109
Creation,88,Regular Customers Source,0,4383.0
Production started,88,Cash 2,0,4980.904537464779
Production complete,88,Cash 2,0,5058.755467329448
Creation,89,Service Customers Source,1,4862.0
Production started,89,Service Desk,1,4917.036865044803
Production complete,89,Service Desk,1,5140.663465643268
Creation,90,Regular Customers Source,0,4585.0
Production started,90,Cash 1,0,4986.16396257109
Production complete,90,Cash 1,0,5177.114808536547
Creation,91,Regular Customers Source,0,4510.0
Production started,91,Cash 2,0,5058.755467329448
Production complete,91,Cash 2,0,5230.207960732199
Creation,92,Regular Customers Source,0,4680.0
Production started,92,Cash 1,0,5177.114808536547
Production complete,92,Cash 1,0,5335.196669367641
Creation,93,Regular Customers Source,0,3426.0
Production started,93,Service Desk,0,5140.663465643268
Production complete,93,Service Desk,0,5379.421708404296
Creation,94,Regular Customers Source,0,4803.0
Production started,94,Cash 2,0,5230.207960732199
Production complete,94,Cash 2,0,5412.054264319964
Creation,95,Regular Customers Source,0,4933.0
Production started,95,Cash 2,0,5412.054264319964
Production complete,95,Cash 2,0,5492.537452110689
Creation,96,Regular Customers Source,0,4750.0
Production started,96,Cash 1,0,5335.196669367641
Production complete,96,Cash 1,0,5561.883284540702
Creation,97,Regular Customers Source,0,5476.0
Production started,97,Cash 3,0,5476.0
Production complete,97,Cash 3,0,5608.096248714681
Creation,98,Service Customers Source,1,5141.0
Production started,98,Service Desk,1,5379.421708404296
Production complete,98,Service Desk,1,5611.278841688434
Creation,99,Regular Customers Source,0,4868.0
Production started,99,Cash 1,0,5561.883284540702
Production complete,99,Cash 1,0,5641.7484449540625
Creation,100,Regular Customers Source,0,5068.0
Production started,100,Cash 2,0,5492.537452110689
Production complete,100,Cash 2,0,5688.161782815039
Creation,101,Regular Customers Source,0,5004.0
Production started,101,Cash 1,0,5641.7484449540625
Production complete,101,Cash 1,0,5846.00917090123
Creation,102,Regular Customers Source,0,5115.0
Production started,102,Cash 2,0,5688.161782815039
Production complete,102,Cash 2,0,5896.959802717741
Creation,103,Service Customers Source,1,5441.0
Production started,103,Service Desk,1,5611.278841688434
Production complete,103,Service Desk,1,5935.503837241557
Creation,104,Regular Customers Source,0,5797.0
Production started,104,Cash 3,0,5797.0
Production complete,104,Cash 3,0,5974.719685564209
Creation,105,Regular Customers Source,0,5232.0
Production started,105,Cash 1,0,5846.00917090123
Production complete,105,Cash 1,0,5980.350445532262
Creation,106,Regular Customers Source,0,5304.0
Production started,106,Cash 2,0,5896.959802717741
Production complete,106,Cash 2,0,5983.257526124922
Creation,107,Regular Customers Source,0,5413.0
Production started,107,Cash 2,0,5983.257526124922
Production complete,107,Cash 2,0,6102.576824059826
Creation,108,Regular Customers Source,0,5896.0
Production started,108,Cash 3,0,5974.719685564209
Production complete,108,Cash 3,0,6160.1067027296
Creation,109,Regular Customers Source,0,5350.0
Production started,109,Cash 1,0,5980.350445532262
Production complete,109,Cash 1,0,6202.904174921661
Creation,110,Regular Customers Source,0,5594.0
Production started,110,Cash 1,0,6202.904174921661
Production complete,110,Cash 1,0,6247.490452747862
Creation,111,Regular Customers Source,0,5959.0
Production started,111,Cash 3,0,6160.1067027296
Production complete,111,Cash 3,0,6281.107535187821
Creation,112,Service Customers Source,1,5760.0
Production started,112,Service Desk,1,5935.503837241557
Production complete,112,Service Desk,1,6331.135858113465
Creation,113,Regular Customers Source,0,6012.0
Production started,113,Cash 3,0,6281.107535187821
Production complete,113,Cash 3,0,6371.038722145341
Creation,114,Regular Customers Source,0,5660.0
Production started,114,Cash 1,0,6247.490452747862
Production complete,114,Cash 1,0,6375.30217080486
Creation,115,Regular Customers Source,0,5536.0
Production started,115,Cash 2,0,6102.576824059826
Production complete,115,Cash 2,0,6387.936958893244
Creation,116,Regular Customers Source,0,5735.0
Production started,116,Cash 2,0,6387.936958893244
Production complete,116,Cash 2,0,6476.21698658373
Creation,117,Service Customers Source,1,6049.0
Production started,117,Service Desk,1,6331.135858113465
Production complete,117,Service Desk,1,6545.8429571991
Creation,118,Regular Customers Source,0,6177.0
Production started,118,Cash 3,0,6371.038722145341
Production complete,118,Cash 3,0,6552.073960529138
Creation,119,Regular Customers Source,0,5857.0
Production started,119,Cash 1,0,6375.30217080486
Production complete,119,Cash 1,0,6595.817322895342
Creation,120,Regular Customers Source,0,6302.0
Production started,120,Cash 3,0,6552.073960529138
Production complete,120,Cash 3,0,6683.3629740991155
Creation,121,Regular Customers Source,0,6063.0
Production started,121,Cash 2,0,6476.21698658373
Production complete,121,Cash 2,0,6710.57420170255
Creation,122,Regular Customers Source,0,6238.0
Production started,122,Cash 1,0,6595.817322895342
Production complete,122,Cash 1,0,6800.235006051438
Creation,123,Service Customers Source,1,6367.0
Production started,123,Service Desk,1,6545.8429571991
Production complete,123,Service Desk,1,6839.167754048779
Creation,124,Regular Customers Source,0,6112.0
Production started,124,Cash 2,0,6710.57420170255
Production complete,124,Cash 2,0,6899.424772952492
Creation,125,Regular Customers Source,0,6419.0
Production started,125,Cash 3,0,6683.3629740991155
Production complete,125,Cash 3,0,6906.358209150068
Creation,126,Regular Customers Source,0,6366.0
Production started,126,Cash 1,0,6800.235006051438
Production complete,126,Cash 1,0,6918.298529259256
Creation,127,Service Customers Source,1,6666.0
Production started,127,Service Desk,1,6839.167754048779
Production complete,127,Service Desk,1,6963.681939716762
Creation,128,Service Customers Source,1,6947.0
Production started,128,Service Desk,1,6963.681939716762
Production complete,128,Service Desk,1,7085.630101939813
Creation,129,Regular Customers Source,0,6489.0
Production started,129,Cash 2,0,6899.424772952492
Production complete,129,Cash 2,0,7097.4544378493
Creation,130,Regular Customers Source,0,6544.0
Production started,130,Cash 1,0,6918.298529259256
Production complete,130,Cash 1,0,7113.903423961482
Creation,131,Regular Customers Source,0,6598.0
Production started,131,Cash 3,0,6906.358209150068
Production complete,131,Cash 3,0,7117.347387820579
Creation,132,Regular Customers Source,0,6669.0
Production started,132,Cash 1,0,7113.903423961482
Production complete,132,Cash 1,0,7258.491397505463
Creation,133,Regular Customers Source,0,6795.0
Production started,133,Cash 3,0,7117.347387820579
Production complete,133,Cash 3,0,7284.518303188534
Creation,134,Regular Customers Source,0,3769.0
Production started,134,Service Desk,0,7085.630101939813
Production complete,134,Service Desk,0,7324.947534237942
Creation,135,Regular Customers Source,0,6734.0
Production started,135,Cash 2,0,7097.4544378493
Production complete,135,Cash 2,0,7326.722833166712
Creation,136,Regular Customers Source,0,6965.0
Production started,136,Cash 3,0,7284.518303188534
Production complete,136,Cash 3,0,7402.426748936621
Creation,137,Regular Customers Source,0,6853.0
Production started,137,Cash 1,0,7258.491397505463
Production complete,137,Cash 1,0,7427.533159282538
Creation,138,Regular Customers Source,0,7143.0
Production started,138,Cash 3,0,7402.426748936621
Production complete,138,Cash 3,0,7472.520382307614
Creation,139,Regular Customers Source,0,6908.0
Production started,139,Cash 2,0,7326.722833166712
Production complete,139,Cash 2,0,7593.214900513399
Creation,140,Regular Customers Source,0,7024.0
Production started,140,Cash 1,0,7427.533159282538
Production complete,140,Cash 1,0,7596.131584094758
Creation,141,Regular Customers Source,0,7319.0
Production started,141,Cash 3,0,7472.520382307614
Production complete,141,Cash 3,0,7606.842485934559
Creation,142,Service Customers Source,1,7239.0
Production started,142,Service Desk,1,7324.947534237942
Production complete,142,Service Desk,1,7617.050286922022
Creation,143,Regular Customers Source,0,7445.0
Production started,143,Cash 3,0,7606.842485934559
Production complete,143,Cash 3,0,7749.332298179301
Creation,144,Regular Customers Source,0,7198.0
Production started,144,Cash 1,0,7596.131584094758
Production complete,144,Cash 1,0,7749.601374130872
Creation,145,Regular Customers Source,0,7082.0
Production started,145,Cash 2,0,7593.214900513399
Production complete,145,Cash 2,0,7807.601987445789
Creation,146,Service Customers Source,1,7555.0
Production started,146,Service Desk,1,7617.050286922022
Production complete,146,Service Desk,1,7837.53645063433
Creation,147,Regular Customers Source,0,7381.0
Production started,147,Cash 1,0,7749.601374130872
Production complete,147,Cash 1,0,7850.237151757393
Creation,148,Regular Customers Source,0,7569.0
Production started,148,Cash 1,0,7850.237151757393
Production complete,148,Cash 1,0,7875.014985452744
Creation,149,Regular Customers Source,0,7250.0
Production started,149,Cash 2,0,7807.601987445789
Production complete,149,Cash 2,0,7878.1629811660805
Creation,150,Regular Customers Source,0,7505.0
Production started,150,Cash 3,0,7749.332298179301
Production complete,150,Cash 3,0,7911.338848069617
Creation,151,Regular Customers Source,0,7669.0
Production started,151,Cash 3,0,7911.338848069617
Production complete,151,Cash 3,0,8037.9442163076865
Creation,152,Regular Customers Source,0,7728.0
Production started,152,Cash 1,0,7875.014985452744
Production complete,152,Cash 1,0,8058.8655018871095
Creation,153,Regular Customers Source,0,4193.0
Production started,153,Service Desk,0,7837.53645063433
Production complete,153,Service Desk,0,8099.012638460588
Creation,154,Regular Customers Source,0,7622.0
Production started,154,Cash 2,0,7878.1629811660805
Production complete,154,Cash 2,0,8160.162691639038
Creation,155,Regular Customers Source,0,7784.0
Production started,155,Cash 3,0,8037.9442163076865
Production complete,155,Cash 3,0,8250.87706150215
Creation,156,Regular Customers Source,0,7889.0
Production started,156,Cash 1,0,8058.8655018871095
Production complete,156,Cash 1,0,8281.791536721053
Creation,157,Regular Customers Source,0,7845.0
Production started,157,Cash 2,0,8160.162691639038
Production complete,157,Cash 2,0,8318.641693132826
Creation,158,Regular Customers Source,0,7948.0
Production started,158,Cash 1,0,8281.791536721053
Production complete,158,Cash 1,0,8383.846134790909
Creation,159,Service Customers Source,1,7873.0
Production started,159,Service Desk,1,8099.012638460588
Production complete,159,Service Desk,1,8428.016083325618
Creation,160,Regular Customers Source,0,8015.0
Production started,160,Cash 2,0,8318.641693132826
Production complete,160,Cash 2,0,8440.81981296308
Creation,161,Regular Customers Source,0,8191.0
Production started,161,Cash 2,0,8440.81981296308
Production complete,161,Cash 2,0,8560.976081967196
Creation,162,Regular Customers Source,0,8081.0
Production started,162,Cash 1,0,8383.846134790909
Production complete,162,Cash 1,0,8610.00899320518
Creation,163,Service Customers Source,1,8161.0
Production started,163,Service Desk,1,8428.016083325618
Production complete,163,Service Desk,1,8627.290860709409
Creation,164,Regular Customers Source,0,8351.0
Production started,164,Cash 2,0,8560.976081967196
Production complete,164,Cash 2,0,8749.248991365097
Creation,165,Regular Customers Source,0,8237.0
Production started,165,Cash 1,0,8610.00899320518
Production complete,165,Cash 1,0,8820.313173220367
Creation,166,Service Customers Source,1,8490.0
Production started,166,Service Desk,1,8627.290860709409
Production complete,166,Service Desk,1,8847.702598571692
Creation,167,Regular Customers Source,0,8301.0
Production started,167,Cash 1,0,8820.313173220367
Production complete,167,Cash 1,0,8973.55117269164
Creation,168,Regular Customers Source,0,8482.0
Production started,168,Cash 2,0,8749.248991365097
Production complete,168,Cash 2,0,8980.554553533511
Creation,169,Service Customers Source,1,8788.0
Production started,169,Service Desk,1,8847.702598571692
Production complete,169,Service Desk,1,9025.780328309722
Creation,170,Regular Customers Source,0,8414.0
Production started,170,Cash 1,0,8973.55117269164
Production complete,170,Cash 1,0,9141.67788112411
Creation,171,Regular Customers Source,0,8549.0
Production started,171,Cash 2,0,8980.554553533511
Production complete,171,Cash 2,0,9173.305344360144
Creation,172,Regular Customers Source,0,5175.0
Production started,172,Service Desk,0,9025.780328309722
Production complete,172,Service Desk,0,9177.703596506395
Creation,173,Regular Customers Source,0,8663.0
Production started,173,Cash 1,0,9141.67788112411
Production complete,173,Cash 1,0,9347.920626548861
Creation,174,Regular Customers Source,0,8601.0
Production started,174,Cash 2,0,9173.305344360144
Production complete,174,Cash 2,0,9437.320954343433
Creation,175,Regular Customers Source,0,8840.0
Production started,175,Cash 1,0,9347.920626548861
Production complete,175,Cash 1,0,9469.27322863435
Creation,176,Service Customers Source,1,9086.0
Production started,176,Service Desk,1,9177.703596506395
Production complete,176,Service Desk,1,9507.912768782388
Creation,177,Regular Customers Source,0,8786.0
Production started,177,Cash 2,0,9437.320954343433
Production complete,177,Cash 2,0,9566.301647879418
Creation,178,Regular Customers Source,0,9436.0
Production started,178,Cash 3,0,9436.0
Production complete,178,Cash 3,0,9583.53395547629
Creation,179,Regular Customers Source,0,8908.0
Production started,179,Cash 1,0,9469.27322863435
Production complete,179,Cash 1,0,9733.559874376853
Creation,180,Service Customers Source,1,9377.0
Production started,180,Service Desk,1,9507.912768782388
Production complete,180,Service Desk,1,9788.845514376022
Creation,181,Regular Customers Source,0,9032.0
Production started,181,Cash 2,0,9566.301647879418
Production complete,181,Cash 2,0,9835.811737902875
Creation,182,Regular Customers Source,0,9667.0
Production started,182,Cash 3,0,9667.0
Production complete,182,Cash 3,0,9891.067003417167
Creation,183,Service Customers Source,1,9642.0
Production started,183,Service Desk,1,9788.845514376022
Production complete,183,Service Desk,1,9972.964637795965
Creation,184,Regular Customers Source,0,8974.0
Production started,184,Cash 1,0,9733.559874376853
Production complete,184,Cash 1,0,9987.688904857741
Creation,185,Regular Customers Source,0,9719.0
Production started,185,Cash 3,0,9891.067003417167
Production complete,185,Cash 3,0,10037.082439299931
Creation,186,Regular Customers Source,0,9099.0
Production started,186,Cash 2,0,9835.811737902875
Production complete,186,Cash 2,0,10048.528913628395
Creation,187,Regular Customers Source,0,8127.0
Production started,187,Service Desk,0,9972.964637795965
Production complete,187,Service Desk,0,10074.163402438386
Creation,188,Regular Customers Source,0,9167.0
Production started,188,Cash 1,0,9987.688904857741
Production complete,188,Cash 1,0,10133.473356002884
Creation,189,Regular Customers Source,0,9292.0
Production started,189,Cash 2,0,10048.528913628395
Production complete,189,Cash 2,0,10136.786777792659
Creation,190,Regular Customers Source,0,9772.0
Production started,190,Cash 3,0,10037.082439299931
Production complete,190,Cash 3,0,10172.944655984371
Creation,191,Service Customers Source,1,9983.0
Production started,191,Service Desk,1,10074.163402438386
Production complete,191,Service Desk,1,10331.572083957926
Creation,192,Regular Customers Source,0,9832.0
Production started,192,Cash 3,0,10172.944655984371
Production complete,192,Cash 3,0,10370.236157685045
Creation,193,Regular Customers Source,0,9358.0
Production started,193,Cash 1,0,10133.473356002884
Production complete,193,Cash 1,0,10382.38161993828
Creation,194,Regular Customers Source,0,9472.0
Production started,194,Cash 1,0,10382.38161993828
Production complete,194,Cash 1,0,10419.919922108023
Creation,195,Regular Customers Source,0,9548.0
Production started,195,Cash 2,0,10136.786777792659
Production complete,195,Cash 2,0,10435.312993054215
Creation,196,Service Customers Source,1,10261.0
Production started,196,Service Desk,1,10331.572083957926
Production complete,196,Service Desk,1,10496.171767870363
Creation,197,Regular Customers Source,0,9959.0
Production started,197,Cash 1,0,10419.919922108023
Production complete,197,Cash 1,0,10523.038054583742
Creation,198,Regular Customers Source,0,9902.0
Production started,198,Cash 3,0,10370.236157685045
Production complete,198,Cash 3,0,10548.626657857982
Creation,199,Regular Customers Source,0,9598.0
Production started,199,Cash 2,0,10435.312993054215
Production complete,199,Cash 2,0,10601.257699311565
Creation,200,Regular Customers Source,0,8723.0
Production started,200,Service Desk,0,10496.171767870363
Production complete,200,Service Desk,0,10628.541944131008
Creation,201,Regular Customers Source,0,10038.0
Production started,201,Cash 3,0,10548.626657857982
Production complete,201,Cash 3,0,10710.71276388391
Creation,202,Regular Customers Source,0,10159.0
Production started,202,Cash 1,0,10523.038054583742
Production complete,202,Cash 1,0,10763.338007248394
Creation,203,Regular Customers Source,0,10098.0
Production started,203,Cash 2,0,10601.257699311565
Production complete,203,Cash 2,0,10781.858618593766
Creation,204,Service Customers Source,1,10580.0
Production started,204,Service Desk,1,10628.541944131008
Production complete,204,Service Desk,1,10865.254820662767
Creation,205,Regular Customers Source,0,10288.0
Production started,205,Cash 3,0,10710.71276388391
Production complete,205,Cash 3,0,10915.688652880606
Creation,206,Regular Customers Source,0,10399.0
Production started,206,Cash 1,0,10763.338007248394
Production complete,206,Cash 1,0,10933.86157676591
Creation,207,Regular Customers Source,0,10229.0
Production started,207,Cash 2,0,10781.858618593766
Production complete,207,Cash 2,0,10960.420496415183
Creation,208,Regular Customers Source,0,10473.0
Production started,208,Cash 1,0,10933.86157676591
Production complete,208,Cash 1,0,11058.701404124811
Creation,209,Regular Customers Source,0,10637.0
