events,numbers,stations,serviceCustomer,times
Creation,74,Regular Customers Source,0,4295.0
Production started,74,Cash 3,0,4418.604125857853
Production complete,74,Cash 3,0,4532.835806248487
Creation,75,Regular Customers Source,0,3602.0
Production started,75,Cash 1,0,4285.301882660975
Production complete,75,Cash 1,0,4579.793548171019
Creation,76,Regular Customers Source,0,3775.0
Production started,76,Cash 2,0,4426.135016073267
Production complete,76,Cash 2,0,4636.710515522489
Creation,77,Regular Customers Source,0,1847.0
Production started,77,Service Desk,0,4515.718660512142
Production complete,77,Service Desk,0,4686.246016610333
Creation,78,Regular Customers Source,0,3719.0
Production started,78,Cash 1,0,4579.793548171019
Production complete,78,Cash 1,0,4729.974630116766
Creation,79,Regular Customers Source,0,4357.0
Production started,79,Cash 3,0,4532.835806248487
Production complete,79,Cash 3,0,4744.747130534764
Creation,80,Regular Customers Source,0,3906.0
Production started,80,Cash 2,0,4636.710515522489
Production complete,80,Cash 2,0,4879.849906734126
Creation,81,Regular Customers Source,0,3843.0
Production started,81,Cash 1,0,4729.974630116766
Production complete,81,Cash 1,0,4883.039629960078
Creation,82,Regular Customers Source,0,4406.0
Production started,82,Cash 3,0,4744.747130534764
Production complete,82,Cash 3,0,4924.421610375985
Creation,83,Regular Customers Source,0,4022.0
Production started,83,Cash 1,0,4883.039629960078
Production complete,83,Cash 1,0,4951.075015481249
Creation,84,Regular Customers Source,0,3959.0
Production started,84,Cash 2,0,4879.849906734126
Production complete,84,Cash 2,0,5017.125759087274
Creation,85,Regular Customers Source,0,4460.0
Production started,85,Cash 3,0,4924.421610375985
Production complete,85,Cash 3,0,5039.810361303722
Creation,86,Service Customers Source,1,4519.0
Production started,86,Service Desk,1,4686.246016610333
Production complete,86,Service Desk,1,5041.256586779652
Creation,87,Regular Customers Source,0,4181.0
Production started,87,Cash 2,0,5017.125759087274
Production complete,87,Cash 2,0,5087.20092421642
Creation,88,Regular Customers Source,0,4508.0
Production started,88,Cash 1,0,4951.075015481249
Production complete,88,Cash 1,0,5092.985337175048
Creation,89,Regular Customers Source,0,4676.0
Production started,89,Cash 2,0,5087.20092421642
Production complete,89,Cash 2,0,5145.211450413794
Creation,90,Regular Customers Source,0,4570.0
Production started,90,Cash 3,0,5039.810361303722
Production complete,90,Cash 3,0,5284.918790242621
Creation,91,Regular Customers Source,0,4849.0
Production started,91,Cash 2,0,5145.211450413794
Production complete,91,Cash 2,0,5301.446967952399
Creation,92,Service Customers Source,1,4837.0
Production started,92,Service Desk,1,5041.256586779652
Production complete,92,Service Desk,1,5315.0631198149285
Creation,93,Regular Customers Source,0,4622.0
Production started,93,Cash 1,0,5092.985337175048
Production complete,93,Cash 1,0,5336.842174089662
Creation,94,Regular Customers Source,0,5046.0
Production started,94,Cash 2,0,5301.446967952399
Production complete,94,Cash 2,0,5407.657238611806
Creation,95,Regular Customers Source,0,4797.0
Production started,95,Cash 3,0,5284.918790242621
Production complete,95,Cash 3,0,5464.7990682303325
Creation,96,Regular Customers Source,0,4744.0
Production started,96,Cash 1,0,5336.842174089662
Production complete,96,Cash 1,0,5465.451945527528
Creation,97,Service Customers Source,1,5135.0
Production started,97,Service Desk,1,5315.0631198149285
Production complete,97,Service Desk,1,5491.856697746548
Creation,98,Regular Customers Source,0,5153.0
Production started,98,Cash 2,0,5407.657238611806
Production complete,98,Cash 2,0,5576.544190912212
Creation,99,Regular Customers Source,0,4980.0
Production started,99,Cash 3,0,5464.7990682303325
Production complete,99,Cash 3,0,5640.215533053626
Creation,100,Regular Customers Source,0,4904.0
Production started,100,Cash 1,0,5465.451945527528
Production complete,100,Cash 1,0,5641.224857654726
Creation,101,Regular Customers Source,0,5217.0
Production started,101,Cash 2,0,5576.544190912212
Production complete,101,Cash 2,0,5721.29201124628
Creation,102,Service Customers Source,1,5438.0
Production started,102,Service Desk,1,5491.856697746548
Production complete,102,Service Desk,1,5730.561938382331
Creation,103,Regular Customers Source,0,5401.0
Production started,103,Cash 2,0,5721.29201124628
Production complete,103,Cash 2,0,5800.262962523122
Creation,104,Regular Customers Source,0,5459.0
Production started,104,Cash 2,0,5800.262962523122
Production complete,104,Cash 2,0,5861.2345445230785
Creation,105,Regular Customers Source,0,2340.0
Production started,105,Service Desk,0,5730.561938382331
Production complete,105,Service Desk,0,5864.962212971788
Creation,106,Regular Customers Source,0,5095.0
Production started,106,Cash 1,0,5641.224857654726
Production complete,106,Cash 1,0,5880.681339520927
Creation,107,Regular Customers Source,0,5282.0
Production started,107,Cash 3,0,5640.215533053626
Production complete,107,Cash 3,0,5884.0895905825455
Creation,108,Regular Customers Source,0,5636.0
Production started,108,Cash 2,0,5861.2345445230785
Production complete,108,Cash 2,0,5978.343338661922
Creation,109,Regular Customers Source,0,5508.0
Production started,109,Cash 3,0,5884.0895905825455
Production complete,109,Cash 3,0,6024.443469696869
Creation,110,Regular Customers Source,0,5341.0
Production started,110,Cash 1,0,5880.681339520927
Production complete,110,Cash 1,0,6039.723523181619
Creation,111,Service Customers Source,1,5756.0
Production started,111,Service Desk,1,5864.962212971788
Production complete,111,Service Desk,1,6130.540903888834
Creation,112,Regular Customers Source,0,5694.0
Production started,112,Cash 3,0,6024.443469696869
Production complete,112,Cash 3,0,6172.303015509349
Creation,113,Regular Customers Source,0,5796.0
Production started,113,Cash 2,0,5978.343338661922
Production complete,113,Cash 2,0,6182.163628537242
Creation,114,Regular Customers Source,0,5565.0
Production started,114,Cash 1,0,6039.723523181619
Production complete,114,Cash 1,0,6266.289677491491
Creation,115,Service Customers Source,1,6039.0
Production started,115,Service Desk,1,6130.540903888834
Production complete,115,Service Desk,1,6268.736019688846
Creation,116,Regular Customers Source,0,5901.0
Production started,116,Cash 3,0,6172.303015509349
Production complete,116,Cash 3,0,6306.878281061734
Creation,117,Regular Customers Source,0,5746.0
Production started,117,Cash 1,0,6266.289677491491
Production complete,117,Cash 1,0,6399.988447223288
Creation,118,Regular Customers Source,0,6067.0
Production started,118,Cash 3,0,6306.878281061734
Production complete,118,Cash 3,0,6400.447282739779
Creation,119,Regular Customers Source,0,5846.0
Production started,119,Cash 2,0,6182.163628537242
Production complete,119,Cash 2,0,6418.804506359481
Creation,120,Regular Customers Source,0,5953.0
Production started,120,Cash 1,0,6399.988447223288
Production complete,120,Cash 1,0,6516.650944902804
Creation,121,Regular Customers Source,0,2959.0
Production started,121,Service Desk,0,6268.736019688846
Production complete,121,Service Desk,0,6551.593565472298
Creation,122,Regular Customers Source,0,6242.0
Production started,122,Cash 3,0,6400.447282739779
Production complete,122,Cash 3,0,6618.265886684479
Creation,123,Regular Customers Source,0,6133.0
Production started,123,Cash 1,0,6516.650944902804
Production complete,123,Cash 1,0,6626.538359179232
Creation,124,Regular Customers Source,0,6009.0
Production started,124,Cash 2,0,6418.804506359481
Production complete,124,Cash 2,0,6663.721614681481
Creation,125,Regular Customers Source,0,6308.0
Production started,125,Cash 3,0,6618.265886684479
Production complete,125,Cash 3,0,6675.627588828139
Creation,126,Regular Customers Source,0,6577.0
Production started,126,Cash 3,0,6675.627588828139
Production complete,126,Cash 3,0,6725.408226441999
Creation,127,Regular Customers Source,0,6371.0
Production started,127,Cash 1,0,6626.538359179232
Production complete,127,Cash 1,0,6745.265274769993
Creation,128,Service Customers Source,1,6300.0
Production started,128,Service Desk,1,6551.593565472298
Production complete,128,Service Desk,1,6832.638980988318
Creation,129,Service Customers Source,1,6597.0
Production started,129,Service Desk,1,6832.638980988318
Production complete,129,Service Desk,1,6906.6518037476435
Creation,130,Regular Customers Source,0,6184.0
Production started,130,Cash 2,0,6663.721614681481
Production complete,130,Cash 2,0,6907.926747828017
Creation,131,Regular Customers Source,0,6527.0
Production started,131,Cash 1,0,6745.265274769993
Production complete,131,Cash 1,0,6945.151798654389
Creation,132,Regular Customers Source,0,6443.0
Production started,132,Cash 2,0,6907.926747828017
Production complete,132,Cash 2,0,6984.471480047556
Creation,133,Regular Customers Source,0,4070.0
Production started,133,Service Desk,0,6906.6518037476435
Production complete,133,Service Desk,0,7011.369690879287
Creation,134,Regular Customers Source,0,6630.0
Production started,134,Cash 1,0,6945.151798654389
Production complete,134,Cash 1,0,7091.884483551772
Creation,135,Regular Customers Source,0,6685.0
Production started,135,Cash 2,0,6984.471480047556
Production complete,135,Cash 2,0,7156.168750753585
Creation,136,Regular Customers Source,0,6754.0
Production started,136,Cash 1,0,7091.884483551772
Production complete,136,Cash 1,0,7208.287345036645
Creation,137,Service Customers Source,1,6928.0
Production started,137,Service Desk,1,7011.369690879287
Production complete,137,Service Desk,1,7281.058072179687
Creation,138,Regular Customers Source,0,6933.0
Production started,138,Cash 2,0,7156.168750753585
Production complete,138,Cash 2,0,7370.06342223275
Creation,139,Regular Customers Source,0,6814.0
Production started,139,Cash 1,0,7208.287345036645
Production complete,139,Cash 1,0,7476.885597026785
Creation,140,Regular Customers Source,0,6985.0
Production started,140,Cash 2,0,7370.06342223275
Production complete,140,Cash 2,0,7533.577393047861
Creation,141,Service Customers Source,1,7223.0
Production started,141,Service Desk,1,7281.058072179687
Production complete,141,Service Desk,1,7582.900664650697
Creation,142,Regular Customers Source,0,7110.0
Production started,142,Cash 1,0,7476.885597026785
Production complete,142,Cash 1,0,7596.395882377011
Creation,143,Regular Customers Source,0,7175.0
Production started,143,Cash 2,0,7533.577393047861
Production complete,143,Cash 2,0,7650.277858053468
Creation,144,Regular Customers Source,0,7232.0
Production started,144,Cash 1,0,7596.395882377011
Production complete,144,Cash 1,0,7748.041444841416
Creation,145,Service Customers Source,1,7547.0
Production started,145,Service Desk,1,7582.900664650697
Production complete,145,Service Desk,1,7797.849699980423
Creation,146,Regular Customers Source,0,7335.0
Production started,146,Cash 2,0,7650.277858053468
Production complete,146,Cash 2,0,7838.746179009564
Creation,147,Regular Customers Source,0,7284.0
Production started,147,Cash 1,0,7748.041444841416
Production complete,147,Cash 1,0,7915.531720765821
Creation,148,Regular Customers Source,0,7397.0
Production started,148,Cash 2,0,7838.746179009564
Production complete,148,Cash 2,0,7918.5764664257995
Creation,149,Regular Customers Source,0,6883.0
Production started,149,Service Desk,0,7797.849699980423
Production complete,149,Service Desk,0,7953.695419562418
Creation,150,Regular Customers Source,0,7586.0
Production started,150,Cash 2,0,7918.5764664257995
Production complete,150,Cash 2,0,8078.502729661994
Creation,151,Regular Customers Source,0,7683.0
Production started,151,Cash 2,0,8078.502729661994
Production complete,151,Cash 2,0,8237.02862020929
Creation,152,Regular Customers Source,0,7529.0
Production started,152,Cash 1,0,7915.531720765821
Production complete,152,Cash 1,0,8245.94578868667
Creation,153,Service Customers Source,1,7870.0
Production started,153,Service Desk,1,7953.695419562418
Production complete,153,Service Desk,1,8279.237983181587
Creation,154,Regular Customers Source,0,8230.0
Production started,154,Cash 3,0,8230.0
Production complete,154,Cash 3,0,8343.12059832619
Creation,155,Regular Customers Source,0,7885.0
Production started,155,Cash 2,0,8237.02862020929
Production complete,155,Cash 2,0,8355.830517366509
Creation,156,Regular Customers Source,0,7631.0
Production started,156,Cash 1,0,8245.94578868667
Production complete,156,Cash 1,0,8421.673968348294
Creation,157,Regular Customers Source,0,8004.0
Production started,157,Cash 2,0,8355.830517366509
Production complete,157,Cash 2,0,8470.245232710893
Creation,158,Service Customers Source,1,8166.0
Production started,158,Service Desk,1,8279.237983181587
Production complete,158,Service Desk,1,8486.510139855207
Creation,159,Regular Customers Source,0,7741.0
Production started,159,Cash 1,0,8421.673968348294
Production complete,159,Cash 1,0,8557.065234654403
Creation,160,Regular Customers Source,0,8107.0
Production started,160,Cash 2,0,8470.245232710893
Production complete,160,Cash 2,0,8668.052662029168
Creation,161,Service Customers Source,1,8466.0
Production started,161,Service Desk,1,8486.510139855207
Production complete,161,Service Desk,1,8708.475739987054
Creation,162,Regular Customers Source,0,7946.0
Production started,162,Cash 1,0,8557.065234654403
Production complete,162,Cash 1,0,8781.007192921748
Creation,163,Regular Customers Source,0,8163.0
Production started,163,Cash 2,0,8668.052662029168
Production complete,163,Cash 2,0,8818.410284254447
Creation,164,Regular Customers Source,0,8353.0
Production started,164,Cash 2,0,8818.410284254447
Production complete,164,Cash 2,0,8843.134140787044
Creation,165,Regular Customers Source,0,8058.0
Production started,165,Cash 1,0,8781.007192921748
Production complete,165,Cash 1,0,8911.67955906647
Creation,166,Regular Customers Source,0,8761.0
Production started,166,Cash 3,0,8761.0
Production complete,166,Cash 3,0,8923.8196827821
Creation,167,Regular Customers Source,0,7044.0
Production started,167,Service Desk,0,8708.475739987054
Production complete,167,Service Desk,0,9003.546990510573
Creation,168,Regular Customers Source,0,8283.0
Production started,168,Cash 1,0,8911.67955906647
Production complete,168,Cash 1,0,9096.827947559252
Creation,169,Regular Customers Source,0,8413.0
Production started,169,Cash 2,0,8843.134140787044
Production complete,169,Cash 2,0,9185.756117585217
Creation,170,Regular Customers Source,0,8458.0
Production started,170,Cash 1,0,9096.827947559252
Production complete,170,Cash 1,0,9200.125647688552
Creation,171,Regular Customers Source,0,9182.0
Production started,171,Cash 3,0,9182.0
Production complete,171,Cash 3,0,9214.738163394917
Creation,172,Regular Customers Source,0,8579.0
Production started,172,Cash 1,0,9200.125647688552
Production complete,172,Cash 1,0,9267.560725402387
Creation,173,Service Customers Source,1,8758.0
Production started,173,Service Desk,1,9003.546990510573
Production complete,173,Service Desk,1,9307.909538787855
Creation,174,Regular Customers Source,0,8516.0
Production started,174,Cash 2,0,9185.756117585217
Production complete,174,Cash 2,0,9340.846418802917
Creation,175,Regular Customers Source,0,8826.0
Production started,175,Cash 1,0,9267.560725402387
Production complete,175,Cash 1,0,9391.406126823507
Creation,176,Regular Customers Source,0,8951.0
Production started,176,Cash 1,0,9391.406126823507
Production complete,176,Cash 1,0,9417.039490852438
Creation,177,Regular Customers Source,0,8699.0
Production started,177,Cash 2,0,9340.846418802917
Production complete,177,Cash 2,0,9491.834637555528
Creation,178,Service Customers Source,1,9054.0
Production started,178,Service Desk,1,9307.909538787855
Production complete,178,Service Desk,1,9544.451038089079
Creation,179,Regular Customers Source,0,9115.0
Production started,179,Cash 1,0,9417.039490852438
Production complete,179,Cash 1,0,9549.952028011347
Creation,180,Regular Customers Source,0,8889.0
Production started,180,Cash 2,0,9491.834637555528
Production complete,180,Cash 2,0,9685.00502639247
Creation,181,Regular Customers Source,0,9229.0
Production started,181,Cash 1,0,9549.952028011347
Production complete,181,Cash 1,0,9706.11094529977
Creation,182,Service Customers Source,1,9364.0
Production started,182,Service Desk,1,9544.451038089079
Production complete,182,Service Desk,1,9766.99815550185
Creation,183,Regular Customers Source,0,9291.0
Production started,183,Cash 1,0,9706.11094529977
Production complete,183,Cash 1,0,9802.338101867668
Creation,184,Regular Customers Source,0,9003.0
Production started,184,Cash 2,0,9685.00502639247
Production complete,184,Cash 2,0,9904.651754771105
Creation,185,Regular Customers Source,0,9420.0
Production started,185,Cash 1,0,9802.338101867668
Production complete,185,Cash 1,0,9947.05404233338
Creation,186,Regular Customers Source,0,9357.0
Production started,186,Cash 2,0,9904.651754771105
Production complete,186,Cash 2,0,9973.69886730756
Creation,187,Service Customers Source,1,9688.0
Production started,187,Service Desk,1,9766.99815550185
Production complete,187,Service Desk,1,10000.091877284609
Creation,188,Regular Customers Source,0,9558.0
Production started,188,Cash 2,0,9973.69886730756
Production complete,188,Cash 2,0,10039.979304986922
Creation,189,Regular Customers Source,0,9490.0
Production started,189,Cash 1,0,9947.05404233338
Production complete,189,Cash 1,0,10071.879665363898
Creation,190,Regular Customers Source,0,9668.0
Production started,190,Cash 2,0,10039.979304986922
Production complete,190,Cash 2,0,10161.66118738212
Creation,191,Regular Customers Source,0,9611.0
Production started,191,Cash 1,0,10071.879665363898
Production complete,191,Cash 1,0,10188.74395973746
Creation,192,Regular Customers Source,0,9861.0
Production started,192,Cash 2,0,10161.66118738212
Production complete,192,Cash 2,0,10221.275321710562
Creation,193,Service Customers Source,1,9979.0
Production started,193,Service Desk,1,10000.091877284609
Production complete,193,Service Desk,1,10282.165385386254
Creation,194,Regular Customers Source,0,9735.0
Production started,194,Cash 1,0,10188.74395973746
Production complete,194,Cash 1,0,10418.517510986176
Creation,195,Regular Customers Source,0,7471.0
Production started,195,Service Desk,0,10282.165385386254
Production complete,195,Service Desk,0,10452.134950369309
Creation,196,Regular Customers Source,0,9921.0
Production started,196,Cash 2,0,10221.275321710562
Production complete,196,Cash 2,0,10473.358777517016
Creation,197,Regular Customers Source,0,10384.0
Production started,197,Cash 3,0,10384.0
Production complete,197,Cash 3,0,10546.248331632205
Creation,198,Regular Customers Source,0,10021.0
Production started,198,Cash 2,0,10473.358777517016
Production complete,198,Cash 2,0,10593.417913765197
Creation,199,Service Customers Source,1,10287.0
Production started,199,Service Desk,1,10452.134950369309
Production complete,199,Service Desk,1,10609.19490329351
Creation,200,Regular Customers Source,0,9809.0
Production started,200,Cash 1,0,10418.517510986176
Production complete,200,Cash 1,0,10638.141046802666
Creation,201,Regular Customers Source,0,10143.0
Production started,201,Cash 2,0,10593.417913765197
Production complete,201,Cash 2,0,10664.813409190096
Creation,202,Regular Customers Source,0,9967.0
Production started,202,Cash 1,0,10638.141046802666
Production complete,202,Cash 1,0,10748.82571328747
Creation,203,Service Customers Source,1,10573.0
Production started,203,Service Desk,1,10609.19490329351
Production complete,203,Service Desk,1,10769.628303047039
Creation,204,Regular Customers Source,0,10577.0
Production started,204,Cash 3,0,10577.0
Production complete,204,Cash 3,0,10779.881171703013
Creation,205,Regular Customers Source,0,7817.0
Production started,205,Service Desk,0,10769.628303047039
Production complete,205,Service Desk,0,10869.566524832135
Creation,206,Regular Customers Source,0,10252.0
Production started,206,Cash 2,0,10664.813409190096
Production complete,206,Cash 2,0,10967.369303158239
Creation,207,Regular Customers Source,0,10073.0
Production started,207,Cash 1,0,10748.82571328747
Production complete,207,Cash 1,0,11056.660854388037
Creation,208,Service Customers Source,1,10858.0
Production started,208,Service Desk,1,10869.566524832135
Production complete,208,Service Desk,1,11077.643786033866
Creation,209,Regular Customers Source,0,10200.0
