events,numbers,stations,serviceCustomer,times
Creation,74,Regular Customers Source,0,3750.0
Production started,74,Cash 1,0,4041.160431588881
Production complete,74,Cash 1,0,4327.106762289623
Creation,75,Regular Customers Source,0,3817.0
Production started,75,Cash 2,0,4116.099445441596
Production complete,75,Cash 2,0,4430.174330954866
Creation,76,Regular Customers Source,0,3860.0
Production started,76,Cash 1,0,4327.106762289623
Production complete,76,Cash 1,0,4446.9423811103225
Creation,77,Service Customers Source,1,4189.0
Production started,77,Service Desk,1,4278.7623039597165
Production complete,77,Service Desk,1,4508.651958589951
Creation,78,Regular Customers Source,0,3978.0
Production started,78,Cash 2,0,4430.174330954866
Production complete,78,Cash 2,0,4555.828952321224
Creation,79,Regular Customers Source,0,3931.0
Production started,79,Cash 1,0,4446.9423811103225
Production complete,79,Cash 1,0,4668.421199101949
Creation,80,Regular Customers Source,0,4037.0
Production started,80,Cash 2,0,4555.828952321224
Production complete,80,Cash 2,0,4747.431165351397
Creation,81,Service Customers Source,1,4485.0
Production started,81,Service Desk,1,4508.651958589951
Production complete,81,Service Desk,1,4842.29938110191
Creation,82,Regular Customers Source,0,4807.0
Production started,82,Cash 3,0,4807.0
Production complete,82,Cash 3,0,4876.172149455814
Creation,83,Regular Customers Source,0,4096.0
Production started,83,Cash 1,0,4668.421199101949
Production complete,83,Cash 1,0,4902.892726956459
Creation,84,Regular Customers Source,0,4147.0
Production started,84,Cash 2,0,4747.431165351397
Production complete,84,Cash 2,0,4929.048220729768
Creation,85,Regular Customers Source,0,4460.0
Production started,85,Cash 2,0,4929.048220729768
Production complete,85,Cash 2,0,5028.842963013972
Creation,86,Service Customers Source,1,4793.0
Production started,86,Service Desk,1,4842.29938110191
Production complete,86,Service Desk,1,5074.692572019656
Creation,87,Regular Customers Source,0,4274.0
Production started,87,Cash 1,0,4902.892726956459
Production complete,87,Cash 1,0,5087.225194475041
Creation,88,Regular Customers Source,0,4588.0
Production started,88,Cash 2,0,5028.842963013972
Production complete,88,Cash 2,0,5105.099621151728
Creation,89,Regular Customers Source,0,3578.0
Production started,89,Service Desk,0,5074.692572019656
Production complete,89,Service Desk,0,5227.004009683558
Creation,90,Regular Customers Source,0,4639.0
Production started,90,Cash 2,0,5105.099621151728
Production complete,90,Cash 2,0,5241.733532776073
Creation,91,Regular Customers Source,0,4387.0
Production started,91,Cash 1,0,5087.225194475041
Production complete,91,Cash 1,0,5286.917779099601
Creation,92,Regular Customers Source,0,4758.0
Production started,92,Cash 2,0,5241.733532776073
Production complete,92,Cash 2,0,5388.948239995544
Creation,93,Regular Customers Source,0,4519.0
Production started,93,Cash 1,0,5286.917779099601
Production complete,93,Cash 1,0,5411.7723983682445
Creation,94,Regular Customers Source,0,4705.0
Production started,94,Cash 1,0,5411.7723983682445
Production complete,94,Cash 1,0,5529.175009382122
Creation,95,Service Customers Source,1,5086.0
Production started,95,Service Desk,1,5227.004009683558
Production complete,95,Service Desk,1,5550.304376674408
Creation,96,Regular Customers Source,0,5012.0
Production started,96,Cash 2,0,5388.948239995544
Production complete,96,Cash 2,0,5575.39020613239
Creation,97,Regular Customers Source,0,5370.0
Production started,97,Cash 3,0,5370.0
Production complete,97,Cash 3,0,5591.591525285263
Creation,98,Regular Customers Source,0,5070.0
Production started,98,Cash 2,0,5575.39020613239
Production complete,98,Cash 2,0,5715.294334329123
Creation,99,Service Customers Source,1,5353.0
Production started,99,Service Desk,1,5550.304376674408
Production complete,99,Service Desk,1,5737.506260612366
Creation,100,Regular Customers Source,0,4935.0
Production started,100,Cash 1,0,5529.175009382122
Production complete,100,Cash 1,0,5753.30717976647
Creation,101,Service Customers Source,1,5656.0
Production started,101,Service Desk,1,5737.506260612366
Production complete,101,Service Desk,1,5771.721236274628
Creation,102,Regular Customers Source,0,5199.0
Production started,102,Cash 2,0,5715.294334329123
Production complete,102,Cash 2,0,5779.762825825101
Creation,103,Regular Customers Source,0,5715.0
Production started,103,Cash 3,0,5715.0
Production complete,103,Cash 3,0,5890.298862459457
Creation,104,Regular Customers Source,0,5253.0
Production started,104,Cash 2,0,5779.762825825101
Production complete,104,Cash 2,0,5938.116291284259
Creation,105,Regular Customers Source,0,5128.0
Production started,105,Cash 1,0,5753.30717976647
Production complete,105,Cash 1,0,5958.056641873825
Creation,106,Regular Customers Source,0,4201.0
Production started,106,Service Desk,0,5771.721236274628
Production complete,106,Service Desk,0,5977.4105466989995
Creation,107,Regular Customers Source,0,5312.0
Production started,107,Cash 1,0,5958.056641873825
Production complete,107,Cash 1,0,6069.911625323763
Creation,108,Regular Customers Source,0,5481.0
Production started,108,Cash 2,0,5938.116291284259
Production complete,108,Cash 2,0,6078.8313174881105
Creation,109,Regular Customers Source,0,5599.0
Production started,109,Cash 2,0,6078.8313174881105
Production complete,109,Cash 2,0,6152.831990262694
Creation,110,Service Customers Source,1,5947.0
Production started,110,Service Desk,1,5977.4105466989995
Production complete,110,Service Desk,1,6200.45198397624
Creation,111,Regular Customers Source,0,5429.0
Production started,111,Cash 1,0,6069.911625323763
Production complete,111,Cash 1,0,6234.062204606609
Creation,112,Regular Customers Source,0,5780.0
Production started,112,Cash 2,0,6152.831990262694
Production complete,112,Cash 2,0,6341.755102861822
Creation,113,Regular Customers Source,0,4337.0
Production started,113,Service Desk,0,6200.45198397624
Production complete,113,Service Desk,0,6393.369861586051
Creation,114,Regular Customers Source,0,5543.0
Production started,114,Cash 1,0,6234.062204606609
Production complete,114,Cash 1,0,6426.98643273646
Creation,115,Regular Customers Source,0,5843.0
Production started,115,Cash 1,0,6426.98643273646
Production complete,115,Cash 1,0,6470.253107210687
Creation,116,Regular Customers Source,0,5908.0
Production started,116,Cash 2,0,6341.755102861822
Production complete,116,Cash 2,0,6484.472176448658
Creation,117,Regular Customers Source,0,5958.0
Production started,117,Cash 2,0,6484.472176448658
Production complete,117,Cash 2,0,6626.559686104966
Creation,118,Service Customers Source,1,6248.0
Production started,118,Service Desk,1,6393.369861586051
Production complete,118,Service Desk,1,6640.360214699108
Creation,119,Regular Customers Source,0,6022.0
Production started,119,Cash 1,0,6470.253107210687
Production complete,119,Cash 1,0,6645.576897254854
Creation,120,Regular Customers Source,0,6148.0
Production started,120,Cash 2,0,6626.559686104966
Production complete,120,Cash 2,0,6721.851011752227
Creation,121,Regular Customers Source,0,6087.0
Production started,121,Cash 1,0,6645.576897254854
Production complete,121,Cash 1,0,6816.9270413438435
Creation,122,Service Customers Source,1,6572.0
Production started,122,Service Desk,1,6640.360214699108
Production complete,122,Service Desk,1,6951.887774965058
Creation,123,Regular Customers Source,0,6317.0
Production started,123,Cash 2,0,6721.851011752227
Production complete,123,Cash 2,0,6982.884990863095
Creation,124,Regular Customers Source,0,6255.0
Production started,124,Cash 1,0,6816.9270413438435
Production complete,124,Cash 1,0,6999.226042679294
Creation,125,Regular Customers Source,0,6932.0
Production started,125,Cash 3,0,6932.0
Production complete,125,Cash 3,0,7071.797655233508
Creation,126,Regular Customers Source,0,6430.0
Production started,126,Cash 1,0,6999.226042679294
Production complete,126,Cash 1,0,7113.488044346423
Creation,127,Service Customers Source,1,6867.0
Production started,127,Service Desk,1,6951.887774965058
Production complete,127,Service Desk,1,7184.852427487742
Creation,128,Regular Customers Source,0,6982.0
Production started,128,Cash 3,0,7071.797655233508
Production complete,128,Cash 3,0,7185.140393913051
Creation,129,Regular Customers Source,0,6380.0
Production started,129,Cash 2,0,6982.884990863095
Production complete,129,Cash 2,0,7196.398048120464
Creation,130,Regular Customers Source,0,6573.0
Production started,130,Cash 2,0,7196.398048120464
Production complete,130,Cash 2,0,7388.536971790314
Creation,131,Regular Customers Source,0,6506.0
Production started,131,Cash 1,0,7113.488044346423
Production complete,131,Cash 1,0,7395.799431771188
Creation,132,Regular Customers Source,0,7041.0
Production started,132,Cash 3,0,7185.140393913051
Production complete,132,Cash 3,0,7453.819404441694
Creation,133,Service Customers Source,1,7163.0
Production started,133,Service Desk,1,7184.852427487742
Production complete,133,Service Desk,1,7468.198099514778
Creation,134,Regular Customers Source,0,6694.0
Production started,134,Cash 1,0,7395.799431771188
Production complete,134,Cash 1,0,7554.975417325175
Creation,135,Regular Customers Source,0,6635.0
Production started,135,Cash 2,0,7388.536971790314
Production complete,135,Cash 2,0,7555.110587179719
Creation,136,Regular Customers Source,0,7097.0
Production started,136,Cash 3,0,7453.819404441694
Production complete,136,Cash 3,0,7633.159252934233
Creation,137,Regular Customers Source,0,4871.0
Production started,137,Service Desk,0,7468.198099514778
Production complete,137,Service Desk,0,7687.636139581627
Creation,138,Regular Customers Source,0,6873.0
Production started,138,Cash 1,0,7554.975417325175
Production complete,138,Cash 1,0,7695.718663756814
Creation,139,Regular Customers Source,0,6753.0
Production started,139,Cash 2,0,7555.110587179719
Production complete,139,Cash 2,0,7783.582520957062
Creation,140,Regular Customers Source,0,7210.0
Production started,140,Cash 3,0,7633.159252934233
Production complete,140,Cash 3,0,7806.699739447392
Creation,141,Regular Customers Source,0,7156.0
Production started,141,Cash 1,0,7695.718663756814
Production complete,141,Cash 1,0,7854.832859083129
Creation,142,Service Customers Source,1,7473.0
Production started,142,Service Desk,1,7687.636139581627
Production complete,142,Service Desk,1,7860.492480143885
Creation,143,Regular Customers Source,0,7269.0
Production started,143,Cash 2,0,7783.582520957062
Production complete,143,Cash 2,0,7890.652042321379
Creation,144,Regular Customers Source,0,7339.0
Production started,144,Cash 3,0,7806.699739447392
Production complete,144,Cash 3,0,7933.58389267943
Creation,145,Regular Customers Source,0,7400.0
Production started,145,Cash 1,0,7854.832859083129
Production complete,145,Cash 1,0,7991.919572132965
Creation,146,Regular Customers Source,0,7457.0
Production started,146,Cash 2,0,7890.652042321379
Production complete,146,Cash 2,0,8028.154087916651
Creation,147,Regular Customers Source,0,7541.0
Production started,147,Cash 1,0,7991.919572132965
Production complete,147,Cash 1,0,8063.121033867338
Creation,148,Regular Customers Source,0,7493.0
Production started,148,Cash 3,0,7933.58389267943
Production complete,148,Cash 3,0,8090.640811598103
Creation,149,Service Customers Source,1,7739.0
Production started,149,Service Desk,1,7860.492480143885
Production complete,149,Service Desk,1,8105.561325767991
Creation,150,Regular Customers Source,0,7594.0
Production started,150,Cash 2,0,8028.154087916651
Production complete,150,Cash 2,0,8162.338737563879
Creation,151,Service Customers Source,1,8053.0
Production started,151,Service Desk,1,8105.561325767991
Production complete,151,Service Desk,1,8217.510813748311
Creation,152,Regular Customers Source,0,7700.0
Production started,152,Cash 1,0,8063.121033867338
Production complete,152,Cash 1,0,8248.056758246094
Creation,153,Regular Customers Source,0,7643.0
Production started,153,Cash 3,0,8090.640811598103
Production complete,153,Cash 3,0,8300.690914762465
Creation,154,Regular Customers Source,0,7882.0
Production started,154,Cash 3,0,8300.690914762465
Production complete,154,Cash 3,0,8340.823375708122
Creation,155,Regular Customers Source,0,7817.0
Production started,155,Cash 2,0,8162.338737563879
Production complete,155,Cash 2,0,8361.227315864322
Creation,156,Regular Customers Source,0,5653.0
Production started,156,Service Desk,0,8217.510813748311
Production complete,156,Service Desk,0,8383.493491286004
Creation,157,Regular Customers Source,0,7942.0
Production started,157,Cash 2,0,8361.227315864322
Production complete,157,Cash 2,0,8415.383600592253
Creation,158,Regular Customers Source,0,8107.0
Production started,158,Cash 3,0,8340.823375708122
Production complete,158,Cash 3,0,8430.085278557914
Creation,159,Regular Customers Source,0,8053.0
Production started,159,Cash 2,0,8415.383600592253
Production complete,159,Cash 2,0,8456.355740345563
Creation,160,Regular Customers Source,0,7764.0
Production started,160,Cash 1,0,8248.056758246094
Production complete,160,Cash 1,0,8504.833547287948
Creation,161,Regular Customers Source,0,8236.0
Production started,161,Cash 2,0,8456.355740345563
Production complete,161,Cash 2,0,8569.421854751974
Creation,162,Regular Customers Source,0,8309.0
Production started,162,Cash 3,0,8430.085278557914
Production complete,162,Cash 3,0,8648.122844370744
Creation,163,Service Customers Source,1,8381.0
Production started,163,Service Desk,1,8383.493491286004
Production complete,163,Service Desk,1,8661.122188820586
Creation,164,Regular Customers Source,0,8419.0
Production started,164,Cash 2,0,8569.421854751974
Production complete,164,Cash 2,0,8683.83935233459
Creation,165,Regular Customers Source,0,8359.0
Production started,165,Cash 3,0,8648.122844370744
Production complete,165,Cash 3,0,8706.750284910848
Creation,166,Regular Customers Source,0,7997.0
Production started,166,Cash 1,0,8504.833547287948
Production complete,166,Cash 1,0,8754.2429148056
Creation,167,Regular Customers Source,0,8478.0
Production started,167,Cash 2,0,8683.83935233459
Production complete,167,Cash 2,0,8823.60195563196
Creation,168,Regular Customers Source,0,6202.0
Production started,168,Service Desk,0,8661.122188820586
Production complete,168,Service Desk,0,8842.344026859355
Creation,169,Regular Customers Source,0,8172.0
Production started,169,Cash 1,0,8754.2429148056
Production complete,169,Cash 1,0,8961.898300270734
Creation,170,Regular Customers Source,0,8606.0
Production started,170,Cash 2,0,8823.60195563196
Production complete,170,Cash 2,0,8961.965867376226
Creation,171,Regular Customers Source,0,8532.0
Production started,171,Cash 1,0,8961.898300270734
Production complete,171,Cash 1,0,9125.299688505334
Creation,172,Service Customers Source,1,8664.0
Production started,172,Service Desk,1,8842.344026859355
Production complete,172,Service Desk,1,9180.272733925623
Creation,173,Regular Customers Source,0,8658.0
Production started,173,Cash 1,0,9125.299688505334
Production complete,173,Cash 1,0,9224.382319583798
Creation,174,Regular Customers Source,0,8727.0
Production started,174,Cash 2,0,8961.965867376226
Production complete,174,Cash 2,0,9265.647866719712
Creation,175,Service Customers Source,1,8965.0
Production started,175,Service Desk,1,9180.272733925623
Production complete,175,Service Desk,1,9319.351071120964
Creation,176,Regular Customers Source,0,8802.0
Production started,176,Cash 1,0,9224.382319583798
Production complete,176,Cash 1,0,9493.78253560943
Creation,177,Regular Customers Source,0,8863.0
Production started,177,Cash 2,0,9265.647866719712
Production complete,177,Cash 2,0,9503.226459188922
Creation,178,Service Customers Source,1,9283.0
Production started,178,Service Desk,1,9319.351071120964
Production complete,178,Service Desk,1,9558.141945805664
Creation,179,Regular Customers Source,0,9043.0
Production started,179,Cash 1,0,9493.78253560943
Production complete,179,Cash 1,0,9711.240134512425
Creation,180,Regular Customers Source,0,6815.0
Production started,180,Service Desk,0,9558.141945805664
Production complete,180,Service Desk,0,9743.284857708299
Creation,181,Regular Customers Source,0,8975.0
Production started,181,Cash 2,0,9503.226459188922
Production complete,181,Cash 2,0,9819.012627394717
Creation,182,Regular Customers Source,0,9138.0
Production started,182,Cash 1,0,9711.240134512425
Production complete,182,Cash 1,0,9874.698336591688
Creation,183,Regular Customers Source,0,9665.0
Production started,183,Cash 3,0,9665.0
Production complete,183,Cash 3,0,9961.764281411872
Creation,184,Service Customers Source,1,9597.0
Production started,184,Service Desk,1,9743.284857708299
Production complete,184,Service Desk,1,9967.472060616761
Creation,185,Regular Customers Source,0,9088.0
Production started,185,Cash 2,0,9819.012627394717
Production complete,185,Cash 2,0,9995.457493101037
Creation,186,Regular Customers Source,0,9258.0
Production started,186,Cash 1,0,9874.698336591688
Production complete,186,Cash 1,0,10099.604718545608
Creation,187,Regular Customers Source,0,9313.0
Production started,187,Cash 2,0,9995.457493101037
Production complete,187,Cash 2,0,10149.503339358533
Creation,188,Service Customers Source,1,9939.0
Production started,188,Service Desk,1,9967.472060616761
Production complete,188,Service Desk,1,10231.733397995991
Creation,189,Regular Customers Source,0,9362.0
Production started,189,Cash 1,0,10099.604718545608
Production complete,189,Cash 1,0,10231.790505054982
Creation,190,Regular Customers Source,0,9985.0
Production started,190,Cash 3,0,9985.0
Production complete,190,Cash 3,0,10237.426282437724
Creation,191,Regular Customers Source,0,9424.0
Production started,191,Cash 2,0,10149.503339358533
Production complete,191,Cash 2,0,10281.827803520855
Creation,192,Regular Customers Source,0,8926.0
Production started,192,Service Desk,0,10231.733397995991
Production complete,192,Service Desk,0,10304.310281024224
Creation,193,Regular Customers Source,0,9603.0
Production started,193,Cash 2,0,10281.827803520855
Production complete,193,Cash 2,0,10356.412278714837
Creation,194,Regular Customers Source,0,10221.0
Production started,194,Cash 3,0,10237.426282437724
Production complete,194,Cash 3,0,10362.264490157617
Creation,195,Regular Customers Source,0,9540.0
Production started,195,Cash 1,0,10231.790505054982
Production complete,195,Cash 1,0,10432.952872322488
Creation,196,Regular Customers Source,0,9846.0
Production started,196,Cash 2,0,10356.412278714837
Production complete,196,Cash 2,0,10528.562819602741
Creation,197,Service Customers Source,1,10234.0
Production started,197,Service Desk,1,10304.310281024224
Production complete,197,Service Desk,1,10546.228397895147
Creation,198,Regular Customers Source,0,9713.0
Production started,198,Cash 1,0,10432.952872322488
Production complete,198,Cash 1,0,10624.678487889358
Creation,199,Regular Customers Source,0,10050.0
Production started,199,Cash 2,0,10528.562819602741
Production complete,199,Cash 2,0,10638.353842974324
Creation,200,Service Customers Source,1,10514.0
Production started,200,Service Desk,1,10546.228397895147
Production complete,200,Service Desk,1,10781.55370231386
Creation,201,Regular Customers Source,0,10769.0
Production started,201,Cash 3,0,10769.0
Production complete,201,Cash 3,0,10822.962738197999
Creation,202,Regular Customers Source,0,10169.0
Production started,202,Cash 2,0,10638.353842974324
Production complete,202,Cash 2,0,10882.497891889205
Creation,203,Regular Customers Source,0,9913.0
Production started,203,Cash 1,0,10624.678487889358
Production complete,203,Cash 1,0,10888.970153504932
Creation,204,Regular Customers Source,0,9195.0
Production started,204,Service Desk,0,10781.55370231386
Production complete,204,Service Desk,0,10897.559820610835
Creation,205,Regular Customers Source,0,10822.0
Production started,205,Cash 3,0,10822.962738197999
Production complete,205,Cash 3,0,10968.124360898613
Creation,206,Regular Customers Source,0,10102.0
Production started,206,Cash 1,0,10888.970153504932
Production complete,206,Cash 1,0,10999.861566868305
Creation,207,Regular Customers Source,0,10350.0
Production started,207,Cash 2,0,10882.497891889205
Production complete,207,Cash 2,0,11079.021108884624
Creation,208,Service Customers Source,1,10815.0
Production started,208,Service Desk,1,10897.559820610835
Production complete,208,Service Desk,1,11213.247473912801
Creation,209,Regular Customers Source,0,10419.0
