events,numbers,stations,serviceCustomer,times
Production started,23,Service Desk,0,1365.4277233613425
Production complete,23,Service Desk,0,1507.3802744228497
Creation,24,Regular Customers Source,0,1212.0
Production started,24,Cash 1,0,1411.393910724949
Production complete,24,Cash 1,0,1512.4999565934963
Creation,25,Regular Customers Source,0,1325.0
Production started,25,Cash 2,0,1429.0791648868005
Production complete,25,Cash 2,0,1582.9201762608375
Creation,26,Regular Customers Source,0,1262.0
Production started,26,Cash 1,0,1512.4999565934963
Production complete,26,Cash 1,0,1651.932666765611
Creation,27,Regular Customers Source,0,1472.0
Production started,27,Cash 2,0,1582.9201762608375
Production complete,27,Cash 2,0,1693.769661156486
Creation,28,Service Customers Source,1,1478.0
Production started,28,Service Desk,1,1507.3802744228497
Production complete,28,Service Desk,1,1795.25543312955
Creation,29,Regular Customers Source,0,1624.0
Production started,29,Cash 2,0,1693.769661156486
Production complete,29,Cash 2,0,1872.044532793515
Creation,30,Regular Customers Source,0,1540.0
Production started,30,Cash 1,0,1651.932666765611
Production complete,30,Cash 1,0,1903.1790245984353
Creation,31,Regular Customers Source,0,1748.0
Production started,31,Cash 2,0,1872.044532793515
Production complete,31,Cash 2,0,1966.8881508560094
Creation,32,Regular Customers Source,0,1871.0
Production started,32,Cash 2,0,1966.8881508560094
Production complete,32,Cash 2,0,2041.3591782882609
Creation,33,Service Customers Source,1,1783.0
Production started,33,Service Desk,1,1795.25543312955
Production complete,33,Service Desk,1,2051.8634416408104
Creation,34,Regular Customers Source,0,1682.0
Production started,34,Cash 1,0,1903.1790245984353
Production complete,34,Cash 1,0,2115.917559853366
Creation,35,Regular Customers Source,0,1393.0
Production started,35,Service Desk,0,2051.8634416408104
Production complete,35,Service Desk,0,2242.1633289319516
Creation,36,Regular Customers Source,0,1997.0
Production started,36,Cash 2,0,2041.3591782882609
Production complete,36,Cash 2,0,2248.050348098379
Creation,37,Regular Customers Source,0,1810.0
Production started,37,Cash 1,0,2115.917559853366
Production complete,37,Cash 1,0,2269.559577811049
Creation,38,Regular Customers Source,0,2050.0
Production started,38,Cash 2,0,2248.050348098379
Production complete,38,Cash 2,0,2462.502824516698
Creation,39,Regular Customers Source,0,1934.0
Production started,39,Cash 1,0,2269.559577811049
Production complete,39,Cash 1,0,2509.113257469086
Creation,40,Service Customers Source,1,2067.0
Production started,40,Service Desk,1,2242.1633289319516
Production complete,40,Service Desk,1,2551.510827469417
Creation,41,Regular Customers Source,0,2165.0
Production started,41,Cash 1,0,2509.113257469086
Production complete,41,Cash 1,0,2606.947587627544
Creation,42,Regular Customers Source,0,2112.0
Production started,42,Cash 2,0,2462.502824516698
Production complete,42,Cash 2,0,2684.000774377745
Creation,43,Regular Customers Source,0,2299.0
Production started,43,Cash 1,0,2606.947587627544
Production complete,43,Cash 1,0,2743.470869281762
Creation,44,Service Customers Source,1,2343.0
Production started,44,Service Desk,1,2551.510827469417
Production complete,44,Service Desk,1,2820.47288001387
Creation,45,Regular Customers Source,0,2354.0
Production started,45,Cash 2,0,2684.000774377745
Production complete,45,Cash 2,0,2855.9883883178018
Creation,46,Regular Customers Source,0,2418.0
Production started,46,Cash 1,0,2743.470869281762
Production complete,46,Cash 1,0,2930.533804829465
Creation,47,Regular Customers Source,0,2490.0
Production started,47,Cash 2,0,2855.9883883178018
Production complete,47,Cash 2,0,2983.669364524172
Creation,48,Service Customers Source,1,2653.0
Production started,48,Service Desk,1,2820.47288001387
Production complete,48,Service Desk,1,3010.5799625553373
Creation,49,Regular Customers Source,0,2717.0
Production started,49,Cash 2,0,2983.669364524172
Production complete,49,Cash 2,0,3063.3545477604907
Creation,50,Regular Customers Source,0,2605.0
Production started,50,Cash 1,0,2930.533804829465
Production complete,50,Cash 1,0,3069.4793548066714
Creation,51,Service Customers Source,1,2966.0
Production started,51,Service Desk,1,3010.5799625553373
Production complete,51,Service Desk,1,3274.271392537427
Creation,52,Regular Customers Source,0,2838.0
Production started,52,Cash 2,0,3063.3545477604907
Production complete,52,Cash 2,0,3283.901633513827
Creation,53,Regular Customers Source,0,2659.0
Production started,53,Cash 1,0,3069.4793548066714
Production complete,53,Cash 1,0,3317.908043590525
Creation,54,Regular Customers Source,0,2778.0
Production started,54,Cash 1,0,3317.908043590525
Production complete,54,Cash 1,0,3389.120158483614
Creation,55,Regular Customers Source,0,2909.0
Production started,55,Cash 2,0,3283.901633513827
Production complete,55,Cash 2,0,3448.0108400285167
Creation,56,Service Customers Source,1,3252.0
Production started,56,Service Desk,1,3274.271392537427
Production complete,56,Service Desk,1,3491.285820222583
Creation,57,Regular Customers Source,0,2971.0
Production started,57,Cash 1,0,3389.120158483614
Production complete,57,Cash 1,0,3497.5810071951846
Creation,58,Regular Customers Source,0,3097.0
Production started,58,Cash 1,0,3497.5810071951846
Production complete,58,Cash 1,0,3616.9942252040864
Creation,59,Regular Customers Source,0,3029.0
Production started,59,Cash 2,0,3448.0108400285167
Production complete,59,Cash 2,0,3641.8184798900725
Creation,60,Regular Customers Source,0,2226.0
Production started,60,Service Desk,0,3491.285820222583
Production complete,60,Service Desk,0,3666.9264502014125
Creation,61,Regular Customers Source,0,3347.0
Production started,61,Cash 1,0,3616.9942252040864
Production complete,61,Cash 1,0,3772.7088646625507
Creation,62,Regular Customers Source,0,3161.0
Production started,62,Cash 2,0,3641.8184798900725
Production complete,62,Cash 2,0,3775.8784669292227
Creation,63,Service Customers Source,1,3533.0
Production started,63,Service Desk,1,3666.9264502014125
Production complete,63,Service Desk,1,3939.0892242516284
Creation,64,Regular Customers Source,0,3295.0
Production started,64,Cash 2,0,3775.8784669292227
Production complete,64,Cash 2,0,3946.5409908042266
Creation,65,Regular Customers Source,0,3400.0
Production started,65,Cash 1,0,3772.7088646625507
Production complete,65,Cash 1,0,3954.688017452746
Creation,66,Regular Customers Source,0,3447.0
Production started,66,Cash 1,0,3954.688017452746
Production complete,66,Cash 1,0,4060.572602635305
Creation,67,Regular Customers Source,0,3508.0
Production started,67,Cash 2,0,3946.5409908042266
Production complete,67,Cash 2,0,4106.213368923463
Creation,68,Service Customers Source,1,3840.0
Production started,68,Service Desk,1,3939.0892242516284
Production complete,68,Service Desk,1,4178.725585124198
Creation,69,Regular Customers Source,0,3566.0
Production started,69,Cash 1,0,4060.572602635305
Production complete,69,Cash 1,0,4205.4697473906135
Creation,70,Regular Customers Source,0,3702.0
Production started,70,Cash 2,0,4106.213368923463
Production complete,70,Cash 2,0,4280.268463113323
Creation,71,Regular Customers Source,0,3828.0
Production started,71,Cash 2,0,4280.268463113323
Production complete,71,Cash 2,0,4367.223713169504
Creation,72,Regular Customers Source,0,3631.0
Production started,72,Cash 1,0,4205.4697473906135
Production complete,72,Cash 1,0,4380.602900919508
Creation,73,Service Customers Source,1,4165.0
Production started,73,Service Desk,1,4178.725585124198
Production complete,73,Service Desk,1,4429.904169167068
Creation,74,Regular Customers Source,0,3927.0
Production started,74,Cash 2,0,4367.223713169504
Production complete,74,Cash 2,0,4518.515024395042
Creation,75,Regular Customers Source,0,2555.0
Production started,75,Service Desk,0,4429.904169167068
Production complete,75,Service Desk,0,4572.139696668359
Creation,76,Regular Customers Source,0,4131.0
Production started,76,Cash 2,0,4518.515024395042
Production complete,76,Cash 2,0,4595.258618991516
Creation,77,Regular Customers Source,0,3879.0
Production started,77,Cash 1,0,4380.602900919508
Production complete,77,Cash 1,0,4637.7309930827205
Creation,78,Regular Customers Source,0,4004.0
Production started,78,Cash 1,0,4637.7309930827205
Production complete,78,Cash 1,0,4813.771732197618
Creation,79,Service Customers Source,1,4468.0
Production started,79,Service Desk,1,4572.139696668359
Production complete,79,Service Desk,1,4832.099100847235
Creation,80,Regular Customers Source,0,4191.0
Production started,80,Cash 2,0,4595.258618991516
Production complete,80,Cash 2,0,4871.279229778651
Creation,81,Regular Customers Source,0,4783.0
Production started,81,Cash 3,0,4783.0
Production complete,81,Cash 3,0,4979.406150798903
Creation,82,Regular Customers Source,0,4066.0
Production started,82,Cash 1,0,4813.771732197618
Production complete,82,Cash 1,0,4997.335342301093
Creation,83,Regular Customers Source,0,4323.0
Production started,83,Cash 2,0,4871.279229778651
Production complete,83,Cash 2,0,5034.347218415825
Creation,84,Service Customers Source,1,4796.0
Production started,84,Service Desk,1,4832.099100847235
Production complete,84,Service Desk,1,5095.866693893949
Creation,85,Regular Customers Source,0,4942.0
Production started,85,Cash 3,0,4979.406150798903
Production complete,85,Cash 3,0,5174.842043718164
Creation,86,Regular Customers Source,0,3231.0
Production started,86,Service Desk,0,5095.866693893949
Production complete,86,Service Desk,0,5186.710533639852
Creation,87,Regular Customers Source,0,4509.0
Production started,87,Cash 2,0,5034.347218415825
Production complete,87,Cash 2,0,5218.848728072879
Creation,88,Regular Customers Source,0,4253.0
Production started,88,Cash 1,0,4997.335342301093
Production complete,88,Cash 1,0,5229.685013934848
Creation,89,Regular Customers Source,0,4387.0
Production started,89,Cash 1,0,5229.685013934848
Production complete,89,Cash 1,0,5407.122292511948
Creation,90,Regular Customers Source,0,4567.0
Production started,90,Cash 2,0,5218.848728072879
Production complete,90,Cash 2,0,5409.427051411786
Creation,91,Regular Customers Source,0,5110.0
Production started,91,Cash 3,0,5174.842043718164
Production complete,91,Cash 3,0,5415.477031412229
Creation,92,Service Customers Source,1,5103.0
Production started,92,Service Desk,1,5186.710533639852
Production complete,92,Service Desk,1,5482.816454708847
Creation,93,Regular Customers Source,0,4668.0
Production started,93,Cash 1,0,5407.122292511948
Production complete,93,Cash 1,0,5556.363592977711
Creation,94,Regular Customers Source,0,5174.0
Production started,94,Cash 3,0,5415.477031412229
Production complete,94,Cash 3,0,5597.31690863548
Creation,95,Regular Customers Source,0,4627.0
Production started,95,Cash 2,0,5409.427051411786
Production complete,95,Cash 2,0,5605.685540152943
Creation,96,Regular Customers Source,0,4886.0
Production started,96,Cash 2,0,5605.685540152943
Production complete,96,Cash 2,0,5674.214825864365
Creation,97,Regular Customers Source,0,4841.0
Production started,97,Cash 1,0,5556.363592977711
Production complete,97,Cash 1,0,5746.761643845043
Creation,98,Regular Customers Source,0,5219.0
Production started,98,Cash 3,0,5597.31690863548
Production complete,98,Cash 3,0,5796.317261569924
Creation,99,Regular Customers Source,0,5053.0
Production started,99,Cash 2,0,5674.214825864365
Production complete,99,Cash 2,0,5834.93626951644
Creation,100,Service Customers Source,1,5429.0
Production started,100,Service Desk,1,5482.816454708847
Production complete,100,Service Desk,1,5875.51417360207
Creation,101,Regular Customers Source,0,5000.0
Production started,101,Cash 1,0,5746.761643845043
Production complete,101,Cash 1,0,5914.15056753335
Creation,102,Regular Customers Source,0,5406.0
Production started,102,Cash 2,0,5834.93626951644
Production complete,102,Cash 2,0,5981.275407651762
Creation,103,Regular Customers Source,0,5282.0
Production started,103,Cash 3,0,5796.317261569924
Production complete,103,Cash 3,0,6073.071415893061
Creation,104,Regular Customers Source,0,5347.0
Production started,104,Cash 1,0,5914.15056753335
Production complete,104,Cash 1,0,6108.595198668501
Creation,105,Regular Customers Source,0,5656.0
Production started,105,Cash 2,0,5981.275407651762
Production complete,105,Cash 2,0,6109.650983254767
Creation,106,Service Customers Source,1,5732.0
Production started,106,Service Desk,1,5875.51417360207
Production complete,106,Service Desk,1,6121.891411682309
Creation,107,Regular Customers Source,0,5729.0
Production started,107,Cash 2,0,6109.650983254767
Production complete,107,Cash 2,0,6216.70281146161
Creation,108,Regular Customers Source,0,5529.0
Production started,108,Cash 1,0,6108.595198668501
Production complete,108,Cash 1,0,6265.539822034768
Creation,109,Regular Customers Source,0,5461.0
Production started,109,Cash 3,0,6073.071415893061
Production complete,109,Cash 3,0,6268.769665369496
Creation,110,Service Customers Source,1,6050.0
Production started,110,Service Desk,1,6121.891411682309
Production complete,110,Service Desk,1,6279.787737200865
Creation,111,Regular Customers Source,0,5793.0
Production started,111,Cash 3,0,6268.769665369496
Production complete,111,Cash 3,0,6337.073738869438
Creation,112,Regular Customers Source,0,5597.0
Production started,112,Cash 1,0,6265.539822034768
Production complete,112,Cash 1,0,6349.600056939758
Creation,113,Regular Customers Source,0,5862.0
Production started,113,Cash 2,0,6216.70281146161
Production complete,113,Cash 2,0,6414.274021016068
Creation,114,Regular Customers Source,0,3769.0
Production started,114,Service Desk,0,6279.787737200865
Production complete,114,Service Desk,0,6464.675916285069
Creation,115,Regular Customers Source,0,6050.0
Production started,115,Cash 3,0,6337.073738869438
Production complete,115,Cash 3,0,6502.477015913071
Creation,116,Regular Customers Source,0,5929.0
Production started,116,Cash 1,0,6349.600056939758
Production complete,116,Cash 1,0,6558.305348621278
Creation,117,Regular Customers Source,0,5998.0
Production started,117,Cash 2,0,6414.274021016068
Production complete,117,Cash 2,0,6582.0649476470735
Creation,118,Regular Customers Source,0,6158.0
Production started,118,Cash 1,0,6558.305348621278
Production complete,118,Cash 1,0,6662.75772250925
Creation,119,Service Customers Source,1,6358.0
Production started,119,Service Desk,1,6464.675916285069
Production complete,119,Service Desk,1,6711.833687373555
Creation,120,Regular Customers Source,0,6222.0
Production started,120,Cash 2,0,6582.0649476470735
Production complete,120,Cash 2,0,6731.58246410383
Creation,121,Regular Customers Source,0,6453.0
Production started,121,Cash 2,0,6731.58246410383
Production complete,121,Cash 2,0,6780.211346261916
Creation,122,Regular Customers Source,0,6279.0
Production started,122,Cash 1,0,6662.75772250925
Production complete,122,Cash 1,0,6794.25674426704
Creation,123,Regular Customers Source,0,6092.0
Production started,123,Cash 3,0,6502.477015913071
Production complete,123,Cash 3,0,6808.8692306519515
Creation,124,Regular Customers Source,0,6351.0
Production started,124,Cash 3,0,6808.8692306519515
Production complete,124,Cash 3,0,6884.972143339007
Creation,125,Regular Customers Source,0,6394.0
Production started,125,Cash 1,0,6794.25674426704
Production complete,125,Cash 1,0,6922.089194312521
Creation,126,Regular Customers Source,0,6510.0
Production started,126,Cash 3,0,6884.972143339007
Production complete,126,Cash 3,0,6925.177384480076
Creation,127,Service Customers Source,1,6673.0
Production started,127,Service Desk,1,6711.833687373555
Production complete,127,Service Desk,1,6943.182932232414
Creation,128,Regular Customers Source,0,6623.0
Production started,128,Cash 2,0,6780.211346261916
Production complete,128,Cash 2,0,7033.746403150313
Creation,129,Regular Customers Source,0,6876.0
Production started,129,Cash 3,0,6925.177384480076
Production complete,129,Cash 3,0,7048.88525042813
Creation,130,Regular Customers Source,0,4445.0
Production started,130,Service Desk,0,6943.182932232414
Production complete,130,Service Desk,0,7074.8125361870825
Creation,131,Regular Customers Source,0,6759.0
Production started,131,Cash 2,0,7033.746403150313
Production complete,131,Cash 2,0,7094.756719768084
Creation,132,Regular Customers Source,0,6568.0
Production started,132,Cash 1,0,6922.089194312521
Production complete,132,Cash 1,0,7152.251344852466
Creation,133,Regular Customers Source,0,6690.0
Production started,133,Cash 1,0,7152.251344852466
Production complete,133,Cash 1,0,7260.8709269527235
Creation,134,Regular Customers Source,0,6823.0
Production started,134,Cash 2,0,7094.756719768084
Production complete,134,Cash 2,0,7293.678237264304
Creation,135,Regular Customers Source,0,6946.0
Production started,135,Cash 1,0,7260.8709269527235
Production complete,135,Cash 1,0,7420.321288211655
Creation,136,Service Customers Source,1,6981.0
Production started,136,Service Desk,1,7074.8125361870825
Production complete,136,Service Desk,1,7445.550330990196
Creation,137,Regular Customers Source,0,6995.0
Production started,137,Cash 1,0,7420.321288211655
Production complete,137,Cash 1,0,7474.734359047945
Creation,138,Regular Customers Source,0,7060.0
Production started,138,Cash 2,0,7293.678237264304
Production complete,138,Cash 2,0,7501.949774633239
Creation,139,Regular Customers Source,0,7249.0
Production started,139,Cash 1,0,7474.734359047945
Production complete,139,Cash 1,0,7531.409257657887
Creation,140,Regular Customers Source,0,7355.0
Production started,140,Cash 1,0,7531.409257657887
Production complete,140,Cash 1,0,7621.612428976213
Creation,141,Service Customers Source,1,7277.0
Production started,141,Service Desk,1,7445.550330990196
Production complete,141,Service Desk,1,7661.938957574223
Creation,142,Regular Customers Source,0,7113.0
Production started,142,Cash 2,0,7501.949774633239
Production complete,142,Cash 2,0,7750.527873218544
Creation,143,Service Customers Source,1,7590.0
Production started,143,Service Desk,1,7661.938957574223
Production complete,143,Service Desk,1,7815.3064331069445
Creation,144,Regular Customers Source,0,7307.0
Production started,144,Cash 2,0,7750.527873218544
Production complete,144,Cash 2,0,7876.056483990228
Creation,145,Regular Customers Source,0,7492.0
Production started,145,Cash 1,0,7621.612428976213
Production complete,145,Cash 1,0,7878.900491317194
Creation,146,Regular Customers Source,0,7544.0
Production started,146,Cash 1,0,7878.900491317194
Production complete,146,Cash 1,0,7920.013009701084
Creation,147,Regular Customers Source,0,7419.0
Production started,147,Cash 2,0,7876.056483990228
Production complete,147,Cash 2,0,7975.093142174406
Creation,148,Regular Customers Source,0,4728.0
Production started,148,Service Desk,0,7815.3064331069445
Production complete,148,Service Desk,0,8024.343060457325
Creation,149,Regular Customers Source,0,7734.0
Production started,149,Cash 2,0,7975.093142174406
Production complete,149,Cash 2,0,8080.518735450226
Creation,150,Regular Customers Source,0,7603.0
Production started,150,Cash 1,0,7920.013009701084
Production complete,150,Cash 1,0,8090.509177746092
Creation,151,Service Customers Source,1,7890.0
Production started,151,Service Desk,1,8024.343060457325
Production complete,151,Service Desk,1,8235.453534282418
Creation,152,Regular Customers Source,0,7675.0
Production started,152,Cash 1,0,8090.509177746092
Production complete,152,Cash 1,0,8259.799227753256
Creation,153,Regular Customers Source,0,7796.0
Production started,153,Cash 2,0,8080.518735450226
Production complete,153,Cash 2,0,8311.386931327675
Creation,154,Service Customers Source,1,8212.0
Production started,154,Service Desk,1,8235.453534282418
Production complete,154,Service Desk,1,8435.803787899604
Creation,155,Regular Customers Source,0,7905.0
Production started,155,Cash 1,0,8259.799227753256
Production complete,155,Cash 1,0,8452.994957650966
Creation,156,Regular Customers Source,0,7977.0
Production started,156,Cash 2,0,8311.386931327675
Production complete,156,Cash 2,0,8511.384371480972
Creation,157,Regular Customers Source,0,8036.0
Production started,157,Cash 1,0,8452.994957650966
Production complete,157,Cash 1,0,8556.0392781852
Creation,158,Regular Customers Source,0,7183.0
Production started,158,Service Desk,0,8435.803787899604
Production complete,158,Service Desk,0,8602.227737641122
Creation,159,Regular Customers Source,0,8101.0
Production started,159,Cash 2,0,8511.384371480972
Production complete,159,Cash 2,0,8666.739932813836
Creation,160,Regular Customers Source,0,8155.0
Production started,160,Cash 1,0,8556.0392781852
Production complete,160,Cash 1,0,8750.34601939335
Creation,161,Service Customers Source,1,8504.0
Production started,161,Service Desk,1,8602.227737641122
Production complete,161,Service Desk,1,8797.714028701737
Creation,162,Regular Customers Source,0,8211.0
Production started,162,Cash 2,0,8666.739932813836
Production complete,162,Cash 2,0,8811.21718035844
Creation,163,Regular Customers Source,0,8271.0
Production started,163,Cash 1,0,8750.34601939335
Production complete,163,Cash 1,0,8930.02540320324
Creation,164,Regular Customers Source,0,8334.0
Production started,164,Cash 2,0,8811.21718035844
Production complete,164,Cash 2,0,9048.71237076091
Creation,165,Service Customers Source,1,8784.0
Production started,165,Service Desk,1,8797.714028701737
Production complete,165,Service Desk,1,9052.027656316028
Creation,166,Regular Customers Source,0,7852.0
Production started,166,Service Desk,0,9052.027656316028
Production complete,166,Service Desk,0,9123.953931813638
Creation,167,Regular Customers Source,0,8508.0
Production started,167,Cash 1,0,8930.02540320324
Production complete,167,Cash 1,0,9156.672843660526
Creation,168,Regular Customers Source,0,8559.0
Production started,168,Cash 1,0,9156.672843660526
Production complete,168,Cash 1,0,9218.537703157594
Creation,169,Regular Customers Source,0,8620.0
Production started,169,Cash 2,0,9048.71237076091
Production complete,169,Cash 2,0,9242.121532784162
Creation,170,Service Customers Source,1,9081.0
Production started,170,Service Desk,1,9123.953931813638
Production complete,170,Service Desk,1,9345.196462955091
Creation,171,Regular Customers Source,0,8745.0
Production started,171,Cash 1,0,9218.537703157594
Production complete,171,Cash 1,0,9384.835076779804
Creation,172,Regular Customers Source,0,8387.0
Production started,172,Service Desk,0,9345.196462955091
Production complete,172,Service Desk,0,9453.348876615411
Creation,173,Regular Customers Source,0,8676.0
Production started,173,Cash 2,0,9242.121532784162
Production complete,173,Cash 2,0,9488.092639451255
Creation,174,Regular Customers Source,0,8803.0
Production started,174,Cash 1,0,9384.835076779804
Production complete,174,Cash 1,0,9514.66079819101
Creation,175,Regular Customers Source,0,8993.0
Production started,175,Cash 1,0,9514.66079819101
Production complete,175,Cash 1,0,9680.527094754147
Creation,176,Regular Customers Source,0,8861.0
Production started,176,Cash 2,0,9488.092639451255
Production complete,176,Cash 2,0,9691.002069349775
Creation,177,Service Customers Source,1,9405.0
Production started,177,Service Desk,1,9453.348876615411
Production complete,177,Service Desk,1,9702.8672258985
Creation,178,Regular Customers Source,0,9161.0
Production started,178,Cash 1,0,9680.527094754147
Production complete,178,Cash 1,0,9808.000895303638
Creation,179,Regular Customers Source,0,8450.0
Production started,179,Service Desk,0,9702.8672258985
Production complete,179,Service Desk,0,9816.085645010393
Creation,180,Regular Customers Source,0,8929.0
Production started,180,Cash 2,0,9691.002069349775
Production complete,180,Cash 2,0,9855.443502037022
Creation,181,Regular Customers Source,0,9674.0
Production started,181,Cash 3,0,9674.0
Production complete,181,Cash 3,0,9902.776526661119
Creation,182,Regular Customers Source,0,9225.0
Production started,182,Cash 1,0,9808.000895303638
Production complete,182,Cash 1,0,10056.369355314906
Creation,183,Service Customers Source,1,9717.0
Production started,183,Service Desk,1,9816.085645010393
Production complete,183,Service Desk,1,10083.468136638348
Creation,184,Regular Customers Source,0,9102.0
Production started,184,Cash 2,0,9855.443502037022
Production complete,184,Cash 2,0,10147.080697532336
Creation,185,Regular Customers Source,0,10009.0
Production started,185,Cash 3,0,10009.0
Production complete,185,Cash 3,0,10193.265477065364
Creation,186,Service Customers Source,1,9993.0
Production started,186,Service Desk,1,10083.468136638348
Production complete,186,Service Desk,1,10214.52880318621
Creation,187,Regular Customers Source,0,9045.0
Production started,187,Service Desk,0,10214.52880318621
Production complete,187,Service Desk,0,10241.304991245424
Creation,188,Regular Customers Source,0,9433.0
Production started,188,Cash 1,0,10056.369355314906
Production complete,188,Cash 1,0,10280.664195260233
Creation,189,Regular Customers Source,0,9560.0
Production started,189,Cash 1,0,10280.664195260233
Production complete,189,Cash 1,0,10376.386433344282
Creation,190,Regular Customers Source,0,9295.0
Production started,190,Cash 2,0,10147.080697532336
Production complete,190,Cash 2,0,10407.277418788155
Creation,191,Regular Customers Source,0,9738.0
Production started,191,Cash 1,0,10376.386433344282
Production complete,191,Cash 1,0,10483.025153179364
Creation,192,Regular Customers Source,0,9367.0
Production started,192,Service Desk,0,10241.304991245424
Production complete,192,Service Desk,0,10532.908703066685
Creation,193,Regular Customers Source,0,9619.0
Production started,193,Cash 2,0,10407.277418788155
Production complete,193,Cash 2,0,10601.135080336073
Creation,194,Regular Customers Source,0,9786.0
Production started,194,Cash 2,0,10601.135080336073
Production complete,194,Cash 2,0,10660.920284834267
Creation,195,Regular Customers Source,0,10552.0
Production started,195,Cash 3,0,10552.0
Production complete,195,Cash 3,0,10676.151012361719
Creation,196,Regular Customers Source,0,10656.0
Production started,196,Cash 3,0,10676.151012361719
Production complete,196,Cash 3,0,10718.091887635757
Creation,197,Regular Customers Source,0,9847.0
Production started,197,Cash 1,0,10483.025153179364
Production complete,197,Cash 1,0,10736.866224724854
Creation,198,Service Customers Source,1,10317.0
Production started,198,Service Desk,1,10532.908703066685
Production complete,198,Service Desk,1,10793.927094368886
Creation,199,Regular Customers Source,0,9906.0
Production started,199,Cash 2,0,10660.920284834267
Production complete,199,Cash 2,0,10802.495751055028
Creation,200,Regular Customers Source,0,10075.0
Production started,200,Cash 1,0,10736.866224724854
Production complete,200,Cash 1,0,10848.561295223568
Creation,201,Regular Customers Source,0,10327.0
Production started,201,Cash 1,0,10848.561295223568
Production complete,201,Cash 1,0,10917.8262084098
Creation,202,Service Customers Source,1,10600.0
Production started,202,Service Desk,1,10793.927094368886
Production complete,202,Service Desk,1,11037.594098515132
Creation,203,Regular Customers Source,0,10153.0
Production started,203,Cash 2,0,10802.495751055028
Production complete,203,Cash 2,0,11055.507016730868
Creation,204,Regular Customers Source,0,10381.0
Production started,204,Cash 1,0,10917.8262084098
Production complete,204,Cash 1,0,11064.278070033422
Creation,205,Regular Customers Source,0,10491.0
Production started,205,Cash 1,0,11064.278070033422
Production complete,205,Cash 1,0,11175.405960166376
Creation,206,Regular Customers Source,0,10441.0
Production started,206,Cash 2,0,11055.507016730868
Production complete,206,Cash 2,0,11182.056230550535
Creation,207,Regular Customers Source,0,11002.0
Production started,207,Cash 3,0,11002.0
Production complete,207,Cash 3,0,11206.746867834316
Creation,208,Service Customers Source,1,10905.0
Production started,208,Service Desk,1,11037.594098515132
Production complete,208,Service Desk,1,11244.043079795521
Creation,209,Regular Customers Source,0,10612.0
Production started,209,Cash 2,0,11182.056230550535
